plant,material,tool,work_center,work_center_full,cycle_time_min,material_status,routing_source,reason_code,revision
NW09,MAT-100267,T-70621-A,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.392,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100269,T-70485-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.601,Phase-out,legacy_tool_master,COMPLETE,D
NW09,MAT-100273,T-70591-C,P01_NW09_nan,P01_NW09_nan,1.049,Active,legacy_tool_master,MISSING_WORK_CENTER,C
NW09,MAT-100275,T-70436-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.51,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100277,T-70504-C,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.44,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100282,T-70266-D,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.901,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100283,T-70279-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.692,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100291,T-70405-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.085,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100298,T-70138-C,P01_NW09_PRESS_3,P01_NW09_PRESS_3,0.916,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100301,T-70132-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.298,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100303,T-70355-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.268,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100305,T-70573-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.407,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100306,T-70254-D,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.813,Active,legacy_tool_master,COMPLETE,D
NW09,MAT-100311,T-70120-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.964,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100323,T-70060-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.515,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100324,T-70060-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.092,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100325,T-70622-A,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.339,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100336,T-70681-D,P01_NW09_PRESS_3,P01_NW09_PRESS_3,0.988,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100337,T-70024-D,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,0.995,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100339,T-70202-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.527,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100347,T-70553-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.155,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100350,T-70397-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.12,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100354,T-70047-C,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.91,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100357,T-70509-B,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.424,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100361,T-70658-C,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.133,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100364,T-70682-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.354,Active,legacy_tool_master,COMPLETE,D
NW09,MAT-100372,T-70620-C,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.242,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100373,T-70072-C,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.194,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-100383,T-70585-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.024,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100384,T-70545-A,P01_NW09_PRESS_2,P01_NW09_PRESS_2,0.998,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100389,T-70629-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.956,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100391,T-70476-C,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.923,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100396,T-70036-B,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.017,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100401,T-70682-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.139,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100414,T-70540-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.81,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-100421,T-70329-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.469,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100423,T-70614-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.562,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100426,T-70494-A,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.71,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100437,T-70279-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.605,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100438,T-70227-D,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.395,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100439,T-70493-A,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.751,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100440,T-70182-A,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.236,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100441,T-70140-D,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.288,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-100443,T-70514-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.462,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100448,T-70196-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.419,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100450,T-70344-D,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.754,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100455,T-70614-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.811,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100464,T-70493-A,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.174,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100472,T-70664-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.684,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100474,T-70143-A,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.922,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100483,T-70623-A,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.452,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100486,T-70693-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.219,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100487,T-70168-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.551,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100491,T-70679-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.649,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100499,T-70004-D,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.371,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100500,T-70263-D,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.447,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100503,T-70373-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.029,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100507,T-70042-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.365,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100508,T-70076-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.76,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-100512,T-70481-A,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.461,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100522,T-70113-C,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.617,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100525,T-70478-C,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.138,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100528,T-70207-A,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.477,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100533,T-70160-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.619,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100537,T-70596-A,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.176,Active,legacy_tool_master,COMPLETE,D
NW09,MAT-100544,T-70643-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.336,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100554,T-70622-A,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.057,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100557,T-70581-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.685,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100560,T-70557-B,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.011,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100563,T-70556-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.745,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-100567,T-70186-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.595,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100575,T-70523-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.652,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100587,T-70533-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.639,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100589,T-70078-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.52,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100592,T-70186-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.264,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100595,T-70461-B,P01_NW09_nan,P01_NW09_nan,1.72,Phase-out,legacy_tool_master,MISSING_WORK_CENTER,A
NW09,MAT-100597,T-70504-C,P01_NW09_PRESS_3,P01_NW09_PRESS_3,0.984,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100598,T-70099-A,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.361,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-100600,T-70538-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.218,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100604,T-70341-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.72,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100606,T-70199-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.262,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100612,T-70634-B,P01_NW09_PRESS_3,P01_NW09_PRESS_3,0.946,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100614,T-70251-B,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.189,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100617,T-70122-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.773,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100619,T-70285-B,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.482,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100621,T-70645-C,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.399,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100633,T-70677-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.376,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100639,T-70110-D,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.523,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100654,T-70628-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.264,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100655,T-70237-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.947,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100656,T-70209-C,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.425,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100664,T-70059-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.511,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100675,T-70346-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.539,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100676,T-70556-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.017,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100678,T-70698-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.839,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100679,T-70520-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.624,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100681,T-70623-A,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.276,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100688,T-70533-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.241,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100707,T-70329-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.611,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100708,T-70222-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,0.942,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100710,T-70566-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.261,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100716,T-70543-A,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.418,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-100721,T-70348-D,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.032,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100722,T-70691-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.045,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100723,T-70566-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.324,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100725,T-70443-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.625,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100727,T-70526-C,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.27,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100732,T-70298-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.128,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100734,T-70059-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.061,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100736,T-70329-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.661,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100743,T-70202-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.562,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100751,T-70025-A,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.584,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100753,T-70022-D,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.202,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100760,T-70202-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.006,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100763,T-70103-D,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.841,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100769,T-70557-B,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.327,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100777,T-70669-D,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.198,Phase-out,legacy_tool_master,COMPLETE,D
NW09,MAT-100780,T-70434-C,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.046,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100788,T-70503-C,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,0.9,Active,legacy_tool_master,COMPLETE,D
NW09,MAT-100794,T-70393-B,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.121,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100795,T-70168-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.229,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100800,T-70474-A,P01_NW09_PRESS_3,P01_NW09_PRESS_3,0.989,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100804,T-70000-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.457,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100808,T-70540-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.333,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100837,T-70645-C,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.057,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100840,T-70470-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.103,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100842,T-70423-B,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.448,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100850,T-70369-D,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.408,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100853,T-70053-D,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.062,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100859,T-70340-B,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.899,Active,legacy_tool_master,COMPLETE,D
NW09,MAT-100862,T-70156-D,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.201,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100869,T-70475-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.685,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100873,T-70576-A,P01_NW09_PRESS_1,P01_NW09_PRESS_1,0.948,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-100874,T-70576-A,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.121,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100884,T-70213-C,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.163,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100888,T-70628-D,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.27,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100891,T-70642-A,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.039,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100897,T-70358-A,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.302,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100907,T-70225-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.335,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100908,T-70102-A,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.466,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100913,T-70106-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.074,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100921,T-70507-A,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.12,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100924,T-70468-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.021,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-100928,T-70294-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.699,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100937,T-70454-D,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.565,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100940,T-70228-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.128,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100945,T-70188-B,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.284,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100957,T-70018-C,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.473,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100961,T-70096-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.116,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-100962,T-70419-B,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.43,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100972,T-70413-C,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.444,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100979,T-70225-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.743,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-100983,T-70683-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.966,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-100984,T-70698-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,0.979,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100986,T-70523-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.616,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100990,T-70666-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.199,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-100993,T-70019-D,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.407,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-101005,T-70434-C,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,0.999,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-101013,T-70664-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.736,Phase-out,legacy_tool_master,COMPLETE,B
NW09,MAT-101016,T-70117-B,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.401,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101024,T-70455-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.578,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101025,T-70573-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.591,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-101026,T-70401-B,P01_NW09_nan,P01_NW09_nan,1.812,Active,legacy_tool_master,MISSING_WORK_CENTER,A
NW09,MAT-101027,T-70612-C,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.665,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101039,T-70498-C,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.755,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101041,T-70560-B,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.438,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101044,T-70079-D,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,0.92,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101045,T-70432-C,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.049,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101047,T-70381-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.698,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101050,T-70525-C,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.735,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101053,T-70594-C,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.105,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-101061,T-70341-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.013,Phase-out,legacy_tool_master,COMPLETE,A
NW09,MAT-101066,T-70423-B,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.395,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-101069,T-70436-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.436,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101070,T-70664-C,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.356,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101071,T-70392-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.696,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101075,T-70338-B,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.533,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101081,T-70329-D,P01_NW09_nan,P01_NW09_nan,1.149,Active,legacy_tool_master,MISSING_WORK_CENTER,A
NW09,MAT-101082,T-70444-D,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.425,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-101086,T-70632-A,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.232,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-101088,T-70645-C,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.231,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101092,T-70347-C,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.367,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101094,T-70468-D,P01_NW09_nan,P01_NW09_nan,1.634,Active,legacy_tool_master,MISSING_WORK_CENTER,A
NW09,MAT-101095,T-70128-B,P01_NW09_PRESS_3,P01_NW09_PRESS_3,1.243,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-101098,T-70000-D,P01_NW09_PRESS_1,P01_NW09_PRESS_1,1.503,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101099,T-70215-D,P01_NW09_GRINDING_1,P01_NW09_GRINDING_1,1.512,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101105,T-70064-D,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.198,Phase-out,legacy_tool_master,COMPLETE,C
NW09,MAT-101107,T-70614-B,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.505,Active,legacy_tool_master,COMPLETE,A
NW09,MAT-101108,T-70475-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,2.558,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101115,T-70370-D,P01_NW09_PRESS_4,P01_NW09_PRESS_4,1.989,Active,legacy_tool_master,COMPLETE,C
NW09,MAT-101119,T-70665-A,P01_NW09_PRESS_2,P01_NW09_PRESS_2,1.66,Active,legacy_tool_master,COMPLETE,B
NW09,MAT-101129,T-70626-C,P01_NW09_EXTRUSION_1,P01_NW09_EXTRUSION_1,1.395,Phase-out,legacy_tool_master,COMPLETE,C
