plant,material,procurement_type,lead_time_days,order_policy_note,reason_code
NW07,MAT-101025,X,35.0,Mixed procurement,READY
NW07,MAT-101027,E,14.0,External procurement,READY
NW07,MAT-101028,F,60.0,In-house production,READY
NW07,MAT-101036,F,35.0,In-house production,READY
NW07,MAT-101042,X,14.0,Mixed procurement,READY
NW07,MAT-101058,F,35.0,In-house production,READY
NW07,MAT-101060,X,60.0,Mixed procurement,READY
NW07,MAT-101063,X,60.0,Mixed procurement,READY
NW07,MAT-101067,X,60.0,Mixed procurement,READY
NW07,MAT-101071,X,45.0,Mixed procurement,READY
NW07,MAT-101077,F,60.0,In-house production,READY
NW07,MAT-101083,X,14.0,Mixed procurement,READY
NW07,MAT-101092,E,28.0,External procurement,READY
NW07,MAT-101094,F,14.0,In-house production,READY
NW07,MAT-101095,F,14.0,In-house production,READY
NW07,MAT-101096,X,45.0,Mixed procurement,READY
NW07,MAT-101098,F,60.0,In-house production,READY
NW07,MAT-101109,X,60.0,Mixed procurement,READY
NW07,MAT-101125,F,21.0,In-house production,READY
NW07,MAT-101130,X,14.0,Mixed procurement,READY
NW07,MAT-101132,F,35.0,In-house production,READY
NW07,MAT-101136,F,60.0,In-house production,READY
NW07,MAT-101137,X,28.0,Mixed procurement,READY
NW07,MAT-101141,F,14.0,In-house production,READY
NW07,MAT-101148,X,35.0,Mixed procurement,READY
NW07,MAT-101153,X,21.0,Mixed procurement,READY
NW07,MAT-101159,X,28.0,Mixed procurement,READY
NW07,MAT-101165,F,28.0,In-house production,READY
NW07,MAT-101175,X,21.0,Mixed procurement,READY
NW07,MAT-101180,E,21.0,External procurement,READY
NW07,MAT-101182,X,60.0,Mixed procurement,READY
NW07,MAT-101184,X,60.0,Mixed procurement,READY
NW07,MAT-101198,E,14.0,External procurement,READY
NW07,MAT-101206,E,60.0,External procurement,READY
NW07,MAT-101215,X,14.0,Mixed procurement,READY
NW07,MAT-101216,X,60.0,Mixed procurement,READY
NW07,MAT-101217,X,35.0,Mixed procurement,READY
NW07,MAT-101224,F,21.0,In-house production,READY
NW07,MAT-101226,E,28.0,External procurement,READY
NW07,MAT-101229,X,21.0,Mixed procurement,READY
NW07,MAT-101232,X,14.0,Mixed procurement,READY
NW07,MAT-101236,F,45.0,In-house production,READY
NW07,MAT-101240,E,14.0,External procurement,READY
NW07,MAT-101248,F,28.0,In-house production,READY
NW07,MAT-101249,E,60.0,External procurement,READY
NW07,MAT-101250,X,45.0,Mixed procurement,READY
NW07,MAT-101262,F,45.0,In-house production,READY
NW07,MAT-101264,E,45.0,External procurement,READY
NW07,MAT-101284,X,28.0,Mixed procurement,READY
NW07,MAT-101289,X,14.0,Mixed procurement,READY
NW07,MAT-101296,X,21.0,Mixed procurement,READY
NW07,MAT-101300,X,60.0,Mixed procurement,READY
NW07,MAT-101301,X,28.0,Mixed procurement,READY
NW07,MAT-101304,F,21.0,In-house production,READY
NW07,MAT-101305,F,45.0,In-house production,READY
NW07,MAT-101315,F,28.0,In-house production,READY
NW07,MAT-101319,E,60.0,External procurement,READY
NW07,MAT-101327,X,60.0,Mixed procurement,READY
NW07,MAT-101328,E,28.0,External procurement,READY
NW07,MAT-101332,E,35.0,External procurement,READY
NW07,MAT-101336,F,45.0,In-house production,READY
NW07,MAT-101338,X,14.0,Mixed procurement,READY
NW07,MAT-101340,X,28.0,Mixed procurement,READY
NW07,MAT-101351,X,21.0,Mixed procurement,READY
NW07,MAT-101355,X,60.0,Mixed procurement,READY
NW07,MAT-101360,X,28.0,Mixed procurement,READY
NW07,MAT-101363,X,21.0,Mixed procurement,READY
NW07,MAT-101364,F,14.0,In-house production,READY
NW07,MAT-101366,F,45.0,In-house production,READY
NW07,MAT-101369,F,14.0,In-house production,READY
NW07,MAT-101372,E,28.0,External procurement,READY
NW07,MAT-101373,E,28.0,External procurement,READY
NW07,MAT-101374,X,28.0,Mixed procurement,READY
NW07,MAT-101375,X,28.0,Mixed procurement,READY
NW07,MAT-101379,F,45.0,In-house production,READY
NW07,MAT-101380,E,21.0,External procurement,READY
NW07,MAT-101384,E,45.0,External procurement,READY
NW07,MAT-101385,X,21.0,Mixed procurement,READY
NW07,MAT-101387,F,45.0,In-house production,READY
NW07,MAT-101392,F,45.0,In-house production,READY
NW07,MAT-101393,X,28.0,Mixed procurement,READY
NW07,MAT-101395,X,35.0,Mixed procurement,READY
NW07,MAT-101398,E,14.0,External procurement,READY
NW07,MAT-101406,X,28.0,Mixed procurement,READY
NW07,MAT-101407,F,28.0,In-house production,READY
NW07,MAT-101408,F,28.0,In-house production,READY
NW07,MAT-101415,F,45.0,In-house production,READY
NW07,MAT-101426,F,60.0,In-house production,READY
NW07,MAT-101427,E,60.0,External procurement,READY
NW07,MAT-101428,X,45.0,Mixed procurement,READY
NW07,MAT-101431,X,14.0,Mixed procurement,READY
NW07,MAT-101437,X,60.0,Mixed procurement,READY
NW07,MAT-101442,X,45.0,Mixed procurement,READY
NW07,MAT-101449,F,35.0,In-house production,READY
NW07,MAT-101451,F,21.0,In-house production,READY
NW07,MAT-101452,X,21.0,Mixed procurement,READY
NW07,MAT-101456,E,60.0,External procurement,READY
NW07,MAT-101458,F,35.0,In-house production,READY
NW07,MAT-101463,F,21.0,In-house production,READY
NW07,MAT-101464,F,28.0,In-house production,READY
NW07,MAT-101476,X,21.0,Mixed procurement,READY
NW07,MAT-101477,F,28.0,In-house production,READY
NW07,MAT-101478,E,60.0,External procurement,READY
NW07,MAT-101479,F,14.0,In-house production,READY
NW07,MAT-101480,E,28.0,External procurement,READY
NW07,MAT-101484,E,45.0,External procurement,READY
NW07,MAT-101486,X,14.0,Mixed procurement,READY
NW07,MAT-101487,E,35.0,External procurement,READY
NW07,MAT-101491,E,45.0,External procurement,READY
NW07,MAT-200003,F,45.0,In-house production,READY
NW07,MAT-200005,X,35.0,Mixed procurement,READY
NW07,MAT-200011,X,60.0,Mixed procurement,READY
NW07,MAT-200014,F,45.0,In-house production,READY
NW07,MAT-200017,X,60.0,Mixed procurement,READY
NW07,MAT-200026,E,45.0,External procurement,READY
NW07,MAT-200029,F,28.0,In-house production,READY
NW07,MAT-200032,E,28.0,External procurement,READY
NW07,MAT-200033,E,60.0,External procurement,READY
NW07,MAT-200037,E,21.0,External procurement,READY
NW07,MAT-200039,X,21.0,Mixed procurement,READY
NW07,MAT-200041,F,60.0,In-house production,READY
NW07,MAT-200042,F,45.0,In-house production,READY
NW07,MAT-200043,X,45.0,Mixed procurement,READY
NW07,MAT-200044,F,14.0,In-house production,READY
NW07,MAT-200048,F,21.0,In-house production,READY
NW07,MAT-200051,F,35.0,In-house production,READY
NW07,MAT-200069,F,14.0,In-house production,READY
NW07,MAT-200074,E,21.0,External procurement,READY
NW07,MAT-200075,X,35.0,Mixed procurement,READY
NW07,MAT-200080,X,45.0,Mixed procurement,READY
NW07,MAT-200083,F,35.0,In-house production,READY
NW07,MAT-200093,E,60.0,External procurement,READY
NW07,MAT-200096,F,35.0,In-house production,READY
NW07,MAT-200107,X,35.0,Mixed procurement,READY
NW07,MAT-200109,E,45.0,External procurement,READY
NW07,MAT-200111,E,28.0,External procurement,READY
NW07,MAT-200124,F,35.0,In-house production,READY
NW07,MAT-200125,X,35.0,Mixed procurement,READY
NW07,MAT-200126,X,35.0,Mixed procurement,READY
NW07,MAT-200135,X,60.0,Mixed procurement,READY
NW07,MAT-200137,E,21.0,External procurement,READY
NW07,MAT-200138,E,60.0,External procurement,READY
NW07,MAT-200148,X,28.0,Mixed procurement,READY
NW07,MAT-200155,X,28.0,Mixed procurement,READY
NW07,MAT-200158,F,45.0,In-house production,READY
NW07,MAT-200169,X,60.0,Mixed procurement,READY
NW07,MAT-200171,X,21.0,Mixed procurement,READY
NW07,MAT-200173,F,14.0,In-house production,READY
NW07,MAT-200178,E,35.0,External procurement,READY
NW07,MAT-200179,X,14.0,Mixed procurement,READY
NW07,MAT-200180,F,21.0,In-house production,READY
NW07,MAT-200184,F,60.0,In-house production,READY
NW07,MAT-200187,F,14.0,In-house production,READY
NW07,MAT-200191,E,21.0,External procurement,READY
NW07,MAT-200192,F,60.0,In-house production,READY
NW07,MAT-200196,E,14.0,External procurement,READY
NW07,MAT-200197,E,45.0,External procurement,READY
NW07,MAT-200204,X,45.0,Mixed procurement,READY
NW07,MAT-200208,F,21.0,In-house production,READY
NW07,MAT-200214,F,35.0,In-house production,READY
NW07,MAT-200218,E,28.0,External procurement,READY
NW07,MAT-200227,F,14.0,In-house production,READY
NW07,MAT-200230,E,21.0,External procurement,READY
NW07,MAT-200235,X,60.0,Mixed procurement,READY
NW07,MAT-200236,F,14.0,In-house production,READY
NW07,MAT-200237,X,45.0,Mixed procurement,READY
NW07,MAT-200243,F,21.0,In-house production,READY
NW07,MAT-200245,F,45.0,In-house production,READY
NW07,MAT-200254,X,14.0,Mixed procurement,READY
NW07,MAT-200258,E,14.0,External procurement,READY
NW07,MAT-200263,X,60.0,Mixed procurement,READY
NW07,MAT-200270,F,60.0,In-house production,READY
NW07,MAT-200276,F,60.0,In-house production,READY
NW07,MAT-200279,X,35.0,Mixed procurement,READY
NW07,MAT-200283,X,35.0,Mixed procurement,READY
NW07,MAT-200285,F,21.0,In-house production,READY
NW07,MAT-200293,X,45.0,Mixed procurement,READY
NW07,MAT-200297,X,21.0,Mixed procurement,READY
NW07,MAT-200299,E,35.0,External procurement,READY
NW07,MAT-200304,F,28.0,In-house production,READY
NW07,MAT-200305,F,21.0,In-house production,READY
NW07,MAT-200307,E,60.0,External procurement,READY
NW07,MAT-200310,E,14.0,External procurement,READY
NW07,MAT-200332,E,45.0,External procurement,READY
NW07,MAT-200338,E,14.0,External procurement,READY
NW07,MAT-200339,X,60.0,Mixed procurement,READY
NW07,MAT-200342,X,35.0,Mixed procurement,READY
NW07,MAT-200343,F,21.0,In-house production,READY
NW07,MAT-200354,E,21.0,External procurement,READY
NW07,MAT-200360,X,28.0,Mixed procurement,READY
NW07,MAT-200361,E,14.0,External procurement,READY
NW07,MAT-200366,X,28.0,Mixed procurement,READY
NW07,MAT-200374,E,14.0,External procurement,READY
NW07,MAT-200377,E,45.0,External procurement,READY
NW07,MAT-200381,X,60.0,Mixed procurement,READY
NW07,MAT-200383,E,21.0,External procurement,READY
NW07,MAT-200385,F,60.0,In-house production,READY
NW07,MAT-200389,E,35.0,External procurement,READY
NW07,MAT-200401,X,14.0,Mixed procurement,READY
NW07,MAT-200406,X,21.0,Mixed procurement,READY
NW07,MAT-200407,F,28.0,In-house production,READY
NW07,MAT-200409,F,60.0,In-house production,READY
NW07,MAT-200417,X,21.0,Mixed procurement,READY
NW07,MAT-200418,F,21.0,In-house production,READY
NW07,MAT-200420,X,14.0,Mixed procurement,READY
NW07,MAT-200421,F,35.0,In-house production,READY
NW07,MAT-200427,X,45.0,Mixed procurement,READY
NW07,MAT-200433,X,14.0,Mixed procurement,READY
NW07,MAT-200441,X,45.0,Mixed procurement,READY
NW07,MAT-200447,F,14.0,In-house production,READY
NW07,MAT-200452,F,14.0,In-house production,READY
NW07,MAT-200458,X,21.0,Mixed procurement,READY
NW07,MAT-200460,X,21.0,Mixed procurement,READY
NW07,MAT-200461,X,14.0,Mixed procurement,READY
NW07,MAT-200462,E,28.0,External procurement,READY
NW07,MAT-200472,X,35.0,Mixed procurement,READY
NW07,MAT-200475,X,35.0,Mixed procurement,READY
NW07,MAT-200477,E,21.0,External procurement,READY
NW07,MAT-200483,E,28.0,External procurement,READY
NW07,MAT-200485,F,60.0,In-house production,READY
NW07,MAT-200495,E,28.0,External procurement,READY
NW07,MAT-200496,E,14.0,External procurement,READY
NW07,MAT-200497,E,21.0,External procurement,READY
NW07,MAT-200501,F,45.0,In-house production,READY
NW07,MAT-200503,F,21.0,In-house production,READY
NW07,MAT-200516,E,35.0,External procurement,READY
NW07,MAT-200517,X,60.0,Mixed procurement,READY
NW07,MAT-200519,F,35.0,In-house production,READY
NW07,MAT-200523,X,14.0,Mixed procurement,READY
NW07,MAT-200525,F,21.0,In-house production,READY
NW07,MAT-200526,F,60.0,In-house production,READY
NW07,MAT-200529,F,45.0,In-house production,READY
NW07,MAT-200541,E,60.0,External procurement,READY
NW07,MAT-200544,E,28.0,External procurement,READY
NW07,MAT-200550,F,60.0,In-house production,READY
NW07,MAT-200560,E,60.0,External procurement,READY
NW07,MAT-200561,X,45.0,Mixed procurement,READY
NW07,MAT-200562,F,14.0,In-house production,READY
NW07,MAT-200568,E,14.0,External procurement,READY
NW07,MAT-200570,X,28.0,Mixed procurement,READY
NW07,MAT-200585,X,14.0,Mixed procurement,READY
NW07,MAT-200589,F,45.0,In-house production,READY
NW07,MAT-200600,E,45.0,External procurement,READY
NW07,MAT-200606,F,35.0,In-house production,READY
NW07,MAT-200607,X,21.0,Mixed procurement,READY
NW07,MAT-200608,F,35.0,In-house production,READY
NW07,MAT-200618,E,45.0,External procurement,READY
NW07,MAT-200625,F,60.0,In-house production,READY
NW07,MAT-200628,X,45.0,Mixed procurement,READY
NW07,MAT-200630,F,35.0,In-house production,READY
NW07,MAT-200636,X,28.0,Mixed procurement,READY
NW07,MAT-200637,X,60.0,Mixed procurement,READY
NW07,MAT-200641,X,21.0,Mixed procurement,READY
NW07,MAT-200645,E,35.0,External procurement,READY
NW07,MAT-200646,E,35.0,External procurement,READY
NW07,MAT-200648,X,35.0,Mixed procurement,READY
NW07,MAT-200650,E,35.0,External procurement,READY
NW07,MAT-200670,E,14.0,External procurement,READY
NW07,MAT-200677,F,28.0,In-house production,READY
NW07,MAT-200678,X,45.0,Mixed procurement,READY
NW07,MAT-200683,F,35.0,In-house production,READY
NW07,MAT-200692,X,60.0,Mixed procurement,READY
NW07,MAT-200696,E,60.0,External procurement,READY
NW07,MAT-200697,F,45.0,In-house production,READY
NW07,MAT-200700,X,28.0,Mixed procurement,READY
NW07,MAT-200709,X,60.0,Mixed procurement,READY
NW07,MAT-200712,X,35.0,Mixed procurement,READY
NW07,MAT-200713,F,28.0,In-house production,READY
NW07,MAT-200715,X,14.0,Mixed procurement,READY
NW07,MAT-200717,F,35.0,In-house production,READY
NW07,MAT-200734,E,21.0,External procurement,READY
NW07,MAT-200735,X,14.0,Mixed procurement,READY
NW07,MAT-200746,F,14.0,In-house production,READY
NW07,MAT-200750,X,45.0,Mixed procurement,READY
NW07,MAT-200751,X,28.0,Mixed procurement,READY
NW07,MAT-200779,X,35.0,Mixed procurement,READY
NW07,MAT-200780,E,45.0,External procurement,READY
NW07,MAT-200783,F,35.0,In-house production,READY
NW07,MAT-200784,E,21.0,External procurement,READY
NW07,MAT-200795,F,60.0,In-house production,READY
NW07,MAT-200799,X,45.0,Mixed procurement,READY
NW07,MAT-200801,E,28.0,External procurement,READY
NW07,MAT-200812,F,21.0,In-house production,READY
NW07,MAT-200813,X,28.0,Mixed procurement,READY
NW07,MAT-200814,E,21.0,External procurement,READY
NW07,MAT-200822,X,21.0,Mixed procurement,READY
NW07,MAT-200824,F,35.0,In-house production,READY
NW07,MAT-200833,F,28.0,In-house production,READY
NW07,MAT-200842,X,45.0,Mixed procurement,READY
NW07,MAT-200847,F,28.0,In-house production,READY
NW07,MAT-200849,E,28.0,External procurement,READY
NW07,MAT-200850,E,28.0,External procurement,READY
NW07,MAT-200852,F,60.0,In-house production,READY
NW07,MAT-200854,E,45.0,External procurement,READY
NW07,MAT-200856,F,60.0,In-house production,READY
NW07,MAT-200858,E,28.0,External procurement,READY
NW07,MAT-200859,E,14.0,External procurement,READY
NW07,MAT-200863,E,28.0,External procurement,READY
NW07,MAT-200878,F,35.0,In-house production,READY
NW07,MAT-200881,E,35.0,External procurement,READY
NW07,MAT-200884,X,14.0,Mixed procurement,READY
NW07,MAT-200893,E,45.0,External procurement,READY
NW07,MAT-200894,E,60.0,External procurement,READY
NW08,MAT-100002,E,45.0,External procurement,READY
NW08,MAT-100004,F,35.0,In-house production,READY
NW08,MAT-100005,F,21.0,In-house production,READY
NW08,MAT-100007,F,35.0,In-house production,READY
NW08,MAT-100011,X,45.0,Mixed procurement,READY
NW08,MAT-100017,X,35.0,Mixed procurement,READY
NW08,MAT-100022,F,21.0,In-house production,READY
NW08,MAT-100028,F,35.0,In-house production,READY
NW08,MAT-100034,F,14.0,In-house production,READY
NW08,MAT-100050,F,28.0,In-house production,READY
NW08,MAT-100062,E,60.0,External procurement,READY
NW08,MAT-100069,F,14.0,In-house production,READY
NW08,MAT-100082,F,28.0,In-house production,READY
NW08,MAT-100099,F,21.0,In-house production,READY
NW08,MAT-100103,X,35.0,Mixed procurement,READY
NW08,MAT-100109,X,14.0,Mixed procurement,READY
NW08,MAT-100118,E,45.0,External procurement,READY
NW08,MAT-100119,E,28.0,External procurement,READY
NW08,MAT-100124,E,21.0,External procurement,READY
NW08,MAT-100129,F,35.0,In-house production,READY
NW08,MAT-100145,E,35.0,External procurement,READY
NW08,MAT-100147,E,45.0,External procurement,READY
NW08,MAT-100151,X,45.0,Mixed procurement,READY
NW08,MAT-100158,F,45.0,In-house production,READY
NW08,MAT-100160,E,35.0,External procurement,READY
NW08,MAT-100161,E,21.0,External procurement,READY
NW08,MAT-100163,F,21.0,In-house production,READY
NW08,MAT-100174,E,35.0,External procurement,READY
NW08,MAT-100175,F,14.0,In-house production,READY
NW08,MAT-100176,E,45.0,External procurement,READY
NW08,MAT-100190,X,28.0,Mixed procurement,READY
NW08,MAT-100195,X,60.0,Mixed procurement,READY
NW08,MAT-100204,F,45.0,In-house production,READY
NW08,MAT-100217,E,60.0,External procurement,READY
NW08,MAT-100221,E,60.0,External procurement,READY
NW08,MAT-100222,E,21.0,External procurement,READY
NW08,MAT-100226,E,45.0,External procurement,READY
NW08,MAT-100228,F,21.0,In-house production,READY
NW08,MAT-100229,X,60.0,Mixed procurement,READY
NW08,MAT-100230,X,60.0,Mixed procurement,READY
NW08,MAT-100238,F,14.0,In-house production,READY
NW08,MAT-100240,X,28.0,Mixed procurement,READY
NW08,MAT-100252,E,21.0,External procurement,READY
NW08,MAT-100253,X,21.0,Mixed procurement,READY
NW08,MAT-100259,F,28.0,In-house production,READY
NW08,MAT-100260,E,45.0,External procurement,READY
NW08,MAT-100268,E,28.0,External procurement,READY
NW08,MAT-100270,E,60.0,External procurement,READY
NW08,MAT-100273,F,28.0,In-house production,READY
NW08,MAT-100275,X,14.0,Mixed procurement,READY
NW08,MAT-100281,E,14.0,External procurement,READY
NW08,MAT-100285,F,14.0,In-house production,READY
NW08,MAT-100294,F,21.0,In-house production,READY
NW08,MAT-100305,F,21.0,In-house production,READY
NW08,MAT-100321,X,14.0,Mixed procurement,READY
NW08,MAT-100325,E,14.0,External procurement,READY
NW08,MAT-100326,E,21.0,External procurement,READY
NW08,MAT-100327,F,21.0,In-house production,READY
NW08,MAT-100338,E,21.0,External procurement,READY
NW08,MAT-100339,F,45.0,In-house production,READY
NW08,MAT-100344,X,45.0,Mixed procurement,READY
NW08,MAT-100351,X,45.0,Mixed procurement,READY
NW08,MAT-100352,X,14.0,Mixed procurement,READY
NW08,MAT-100354,E,60.0,External procurement,READY
NW08,MAT-100356,F,45.0,In-house production,READY
NW08,MAT-100359,E,21.0,External procurement,READY
NW08,MAT-100360,X,28.0,Mixed procurement,READY
NW08,MAT-100364,E,35.0,External procurement,READY
NW08,MAT-100385,E,60.0,External procurement,READY
NW08,MAT-100388,F,21.0,In-house production,READY
NW08,MAT-100391,E,28.0,External procurement,READY
NW08,MAT-100393,E,21.0,External procurement,READY
NW08,MAT-100394,X,21.0,Mixed procurement,READY
NW08,MAT-100404,X,60.0,Mixed procurement,READY
NW08,MAT-100406,F,35.0,In-house production,READY
NW08,MAT-100415,X,45.0,Mixed procurement,READY
NW08,MAT-100418,F,21.0,In-house production,READY
NW08,MAT-100424,F,45.0,In-house production,READY
NW08,MAT-100425,E,21.0,External procurement,READY
NW08,MAT-100429,E,21.0,External procurement,READY
NW08,MAT-100435,E,21.0,External procurement,READY
NW08,MAT-100438,E,45.0,External procurement,READY
NW08,MAT-100440,F,14.0,In-house production,READY
NW08,MAT-100441,E,28.0,External procurement,READY
NW08,MAT-100444,X,35.0,Mixed procurement,READY
NW08,MAT-100446,E,45.0,External procurement,READY
NW08,MAT-100447,E,28.0,External procurement,READY
NW08,MAT-100451,F,45.0,In-house production,READY
NW08,MAT-100455,E,21.0,External procurement,READY
NW08,MAT-100460,F,21.0,In-house production,READY
NW08,MAT-100463,X,28.0,Mixed procurement,READY
NW08,MAT-100466,X,21.0,Mixed procurement,READY
NW08,MAT-100470,E,35.0,External procurement,READY
NW08,MAT-100475,F,60.0,In-house production,READY
NW08,MAT-100478,F,45.0,In-house production,READY
NW08,MAT-100487,F,14.0,In-house production,READY
NW08,MAT-100488,F,45.0,In-house production,READY
NW08,MAT-100493,F,28.0,In-house production,READY
NW08,MAT-100496,F,21.0,In-house production,READY
NW08,MAT-100500,X,60.0,Mixed procurement,READY
NW08,MAT-100502,X,21.0,Mixed procurement,READY
NW08,MAT-100507,F,60.0,In-house production,READY
NW08,MAT-100511,X,45.0,Mixed procurement,READY
NW08,MAT-100518,F,14.0,In-house production,READY
NW08,MAT-100523,F,21.0,In-house production,READY
NW08,MAT-100527,E,35.0,External procurement,READY
NW08,MAT-100528,E,14.0,External procurement,READY
NW08,MAT-100537,E,35.0,External procurement,READY
NW08,MAT-100538,E,14.0,External procurement,READY
NW08,MAT-100540,E,21.0,External procurement,READY
NW08,MAT-100560,E,21.0,External procurement,READY
NW08,MAT-100562,X,21.0,Mixed procurement,READY
NW08,MAT-100566,F,45.0,In-house production,READY
NW08,MAT-100567,X,35.0,Mixed procurement,READY
NW08,MAT-100569,X,14.0,Mixed procurement,READY
NW08,MAT-100575,X,28.0,Mixed procurement,READY
NW08,MAT-100581,X,21.0,Mixed procurement,READY
NW08,MAT-100588,X,35.0,Mixed procurement,READY
NW08,MAT-100589,E,45.0,External procurement,READY
NW08,MAT-100595,E,14.0,External procurement,READY
NW08,MAT-100602,F,14.0,In-house production,READY
NW08,MAT-100604,F,35.0,In-house production,READY
NW08,MAT-100607,F,35.0,In-house production,READY
NW08,MAT-100615,F,60.0,In-house production,READY
NW08,MAT-100620,E,28.0,External procurement,READY
NW08,MAT-100621,X,28.0,Mixed procurement,READY
NW08,MAT-100622,X,60.0,Mixed procurement,READY
NW08,MAT-100623,F,35.0,In-house production,READY
NW08,MAT-100626,F,21.0,In-house production,READY
NW08,MAT-100629,E,14.0,External procurement,READY
NW08,MAT-100636,X,60.0,Mixed procurement,READY
NW08,MAT-100639,F,28.0,In-house production,READY
NW08,MAT-100641,X,14.0,Mixed procurement,READY
NW08,MAT-100644,X,60.0,Mixed procurement,READY
NW08,MAT-100645,F,45.0,In-house production,READY
NW08,MAT-100650,F,45.0,In-house production,READY
NW08,MAT-100658,F,60.0,In-house production,READY
NW08,MAT-100662,E,21.0,External procurement,READY
NW08,MAT-100667,F,14.0,In-house production,READY
NW08,MAT-100671,F,21.0,In-house production,READY
NW08,MAT-100676,E,14.0,External procurement,READY
NW08,MAT-100677,F,14.0,In-house production,READY
NW08,MAT-100679,E,14.0,External procurement,READY
NW08,MAT-100689,E,28.0,External procurement,READY
NW08,MAT-100695,F,45.0,In-house production,READY
NW08,MAT-100697,X,60.0,Mixed procurement,READY
NW08,MAT-100699,X,14.0,Mixed procurement,READY
NW08,MAT-100706,E,45.0,External procurement,READY
NW08,MAT-100711,X,14.0,Mixed procurement,READY
NW08,MAT-100714,X,45.0,Mixed procurement,READY
NW08,MAT-100715,X,60.0,Mixed procurement,READY
NW08,MAT-100717,E,45.0,External procurement,READY
NW08,MAT-100719,E,60.0,External procurement,READY
NW08,MAT-100721,X,28.0,Mixed procurement,READY
NW08,MAT-100722,E,45.0,External procurement,READY
NW08,MAT-100724,E,21.0,External procurement,READY
NW08,MAT-100726,X,28.0,Mixed procurement,READY
NW08,MAT-100727,X,45.0,Mixed procurement,READY
NW08,MAT-100731,E,21.0,External procurement,READY
NW08,MAT-100735,F,28.0,In-house production,READY
NW08,MAT-100739,E,35.0,External procurement,READY
NW08,MAT-100746,X,21.0,Mixed procurement,READY
NW08,MAT-100758,F,35.0,In-house production,READY
NW08,MAT-100760,F,35.0,In-house production,READY
NW08,MAT-100761,X,14.0,Mixed procurement,READY
NW08,MAT-100765,F,60.0,In-house production,READY
NW08,MAT-100774,E,45.0,External procurement,READY
NW08,MAT-100775,X,35.0,Mixed procurement,READY
NW08,MAT-100796,X,45.0,Mixed procurement,READY
NW08,MAT-100798,F,21.0,In-house production,READY
NW08,MAT-100801,F,35.0,In-house production,READY
NW08,MAT-100804,X,35.0,Mixed procurement,READY
NW08,MAT-100815,F,45.0,In-house production,READY
NW08,MAT-100828,F,35.0,In-house production,READY
NW08,MAT-100833,X,21.0,Mixed procurement,READY
NW08,MAT-100834,E,14.0,External procurement,READY
NW08,MAT-100835,E,14.0,External procurement,READY
NW08,MAT-100837,X,14.0,Mixed procurement,READY
NW08,MAT-100840,E,21.0,External procurement,READY
NW08,MAT-100852,X,28.0,Mixed procurement,READY
NW08,MAT-100853,E,14.0,External procurement,READY
NW08,MAT-100863,X,21.0,Mixed procurement,READY
NW08,MAT-100864,F,14.0,In-house production,READY
NW08,MAT-100865,E,45.0,External procurement,READY
NW08,MAT-100869,F,45.0,In-house production,READY
NW08,MAT-100876,F,45.0,In-house production,READY
NW08,MAT-100882,F,14.0,In-house production,READY
NW08,MAT-100887,X,45.0,Mixed procurement,READY
NW08,MAT-100891,E,21.0,External procurement,READY
NW08,MAT-100895,F,60.0,In-house production,READY
NW08,MAT-100896,E,35.0,External procurement,READY
NW08,MAT-100901,E,21.0,External procurement,READY
NW08,MAT-100911,X,35.0,Mixed procurement,READY
NW08,MAT-100916,E,60.0,External procurement,READY
NW08,MAT-100917,E,60.0,External procurement,READY
NW08,MAT-100921,E,45.0,External procurement,READY
NW08,MAT-100925,E,28.0,External procurement,READY
NW08,MAT-100931,E,21.0,External procurement,READY
NW08,MAT-100932,E,60.0,External procurement,READY
NW08,MAT-100939,F,14.0,In-house production,READY
NW08,MAT-100949,E,28.0,External procurement,READY
NW08,MAT-100950,E,21.0,External procurement,READY
NW08,MAT-100952,E,45.0,External procurement,READY
NW08,MAT-100962,E,35.0,External procurement,READY
NW08,MAT-100963,X,60.0,Mixed procurement,READY
NW08,MAT-100971,X,21.0,Mixed procurement,READY
NW08,MAT-100978,E,28.0,External procurement,READY
NW08,MAT-100981,X,60.0,Mixed procurement,READY
NW08,MAT-100986,X,14.0,Mixed procurement,READY
NW08,MAT-100994,F,60.0,In-house production,READY
NW08,MAT-100997,E,35.0,External procurement,READY
NW08,MAT-100999,E,28.0,External procurement,READY
NW08,MAT-101004,E,21.0,External procurement,READY
NW08,MAT-101007,X,21.0,Mixed procurement,READY
NW08,MAT-101009,E,28.0,External procurement,READY
NW08,MAT-101010,X,60.0,Mixed procurement,READY
NW08,MAT-101011,X,14.0,Mixed procurement,READY
NW08,MAT-101016,F,14.0,In-house production,READY
NW08,MAT-101018,X,60.0,Mixed procurement,READY
NW08,MAT-101023,F,21.0,In-house production,READY
NW08,MAT-101024,F,14.0,In-house production,READY
NW08,MAT-101025,X,28.0,Mixed procurement,READY
NW08,MAT-101026,X,35.0,Mixed procurement,READY
NW08,MAT-101030,E,35.0,External procurement,READY
NW08,MAT-101047,X,45.0,Mixed procurement,READY
NW08,MAT-101048,E,28.0,External procurement,READY
NW08,MAT-101052,E,21.0,External procurement,READY
NW08,MAT-101053,X,35.0,Mixed procurement,READY
NW08,MAT-101071,X,35.0,Mixed procurement,READY
NW08,MAT-101072,F,45.0,In-house production,READY
NW08,MAT-101075,F,21.0,In-house production,READY
NW08,MAT-101076,X,35.0,Mixed procurement,READY
NW08,MAT-101077,F,14.0,In-house production,READY
