plant,header_material,component_material,qty_per,qty_per_effective,lead_time_weeks,comp_class,component_description,bom_status,reason_code
P01_NW08_Northwind Iberia,MAT-200738,RM-COMP-NBR,0.3,0.32,3,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW08_Northwind Iberia,MAT-200741,RM-COMP-NBR,0.396,0.428,8,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW08_Northwind Iberia,MAT-200742,RM-COMP-HNBR,0.406,0.424,2,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW08_Northwind Iberia,MAT-200742,RM-COMP-SILI,0.272,0.28,6,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW08_Northwind Iberia,MAT-200746,RM-COMP-AFLAS,0.435,0.455,3,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW08_Northwind Iberia,MAT-200746,RM-COMP-SILI,0.268,0.274,6,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW08_Northwind Iberia,MAT-200763,RM-COMP-SILI,0.291,0.305,8,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW08_Northwind Iberia,MAT-200779,RM-COMP-SILI,0.332,0.353,6,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW08_Northwind Iberia,MAT-200783,RM-COMP-FKM,0.456,0.474,6,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW08_Northwind Iberia,MAT-200785,RM-COMP-SILI,0.35,0.377,4,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW08_Northwind Iberia,MAT-200795,RM-COMP-HNBR,0.362,0.374,6,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW08_Northwind Iberia,MAT-200802,RM-COMP-FKM,0.443,0.467,4,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW08_Northwind Iberia,MAT-200811,RM-COMP-EPDM,0.253,0.262,3,Gaskets,RUBBER COMPOUND EPDM80,Active,READY
P01_NW08_Northwind Iberia,MAT-200812,RM-COMP-EPDM,0.311,0.336,6,Gaskets,RUBBER COMPOUND EPDM80,Active,READY
P01_NW08_Northwind Iberia,MAT-200813,RM-COMP-FKM,0.42,0.445,8,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW08_Northwind Iberia,MAT-200814,RM-COMP-AFLAS,0.485,0.498,3,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW08_Northwind Iberia,MAT-200820,RM-COMP-FKM,0.409,0.43,4,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW08_Northwind Iberia,MAT-200827,RM-COMP-AFLAS,0.397,0.418,4,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW08_Northwind Iberia,MAT-200827,RM-COMP-FKM,0.383,0.403,6,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW08_Northwind Iberia,MAT-200833,RM-COMP-HNBR,0.354,0.366,4,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW08_Northwind Iberia,MAT-200845,RM-COMP-FKM,0.467,0.482,2,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW08_Northwind Iberia,MAT-200845,RM-COMP-NBR,0.296,0.307,2,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW08_Northwind Iberia,MAT-200846,RM-COMP-EPDM,0.253,0.271,2,Gaskets,RUBBER COMPOUND EPDM80,Active,READY
P01_NW08_Northwind Iberia,MAT-200865,RM-COMP-AFLAS,0.521,0.537,2,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW08_Northwind Iberia,MAT-200871,RM-COMP-SILI,0.323,0.341,4,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW08_Northwind Iberia,MAT-200875,RM-COMP-AFLAS,0.49,0.507,6,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW08_Northwind Iberia,MAT-200875,RM-COMP-EPDM,0.24,0.247,2,Gaskets,RUBBER COMPOUND EPDM80,Active,READY
P01_NW08_Northwind Iberia,MAT-200878,RM-COMP-AFLAS,0.394,0.408,2,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW08_Northwind Iberia,MAT-200885,RM-COMP-FKM,0.486,0.518,8,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW08_Northwind Iberia,MAT-200886,RM-COMP-HNBR,0.391,0.408,8,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW08_Northwind Iberia,MAT-200886,RM-COMP-FKM,0.394,0.412,4,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW08_Northwind Iberia,MAT-200889,RM-COMP-SILI,0.356,0.367,2,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW08_Northwind Iberia,MAT-200889,RM-COMP-NBR,0.352,0.367,3,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW09_Northwind Alpine,MAT-100020,RM-COIL-SS316,6.732,7.133,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100028,RM-COIL-SS316,14.563,15.673,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100039,RM-COIL-SS304,6.567,6.819,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100042,RM-COIL-NI,8.651,9.159,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100042,RM-COIL-AL,5.165,5.552,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100043,RM-COIL-SS316,9.677,10.405,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100045,RM-COIL-AL,4.136,4.299,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100047,RM-COIL-HC276,12.93,13.216,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100052,RM-COIL-HC276,13.206,14.051,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100054,RM-COIL-TI,6.545,6.942,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100056,RM-COIL-NI,5.139,5.568,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100057,RM-COIL-TI,6.108,6.292,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100058,RM-COIL-HC276,8.876,9.396,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100060,RM-COIL-NI,6.63,7.019,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100072,RM-COIL-HC276,9.073,9.347,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100082,RM-COIL-SS316,7.01,7.574,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100086,RM-COIL-SS316,7.55,7.817,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100093,RM-COIL-SS316,6.364,6.808,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100094,RM-COIL-HC276,6.9,7.41,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100107,RM-COIL-AL,8.313,8.657,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100116,RM-COIL-SS316,5.982,6.322,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100116,RM-COIL-NI,7.0,7.418,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100118,RM-COIL-NI,6.632,6.999,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100130,RM-COIL-SS304,7.138,7.477,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100134,RM-COIL-TI,4.584,4.802,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100134,RM-COIL-SS304,7.225,7.665,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100136,RM-COIL-SS304,12.355,13.246,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100136,RM-COIL-NI,11.903,12.693,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100141,RM-COIL-HC276,8.544,9.099,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100144,RM-COIL-TI,5.823,5.987,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100145,RM-COIL-AL,4.535,4.751,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100151,RM-COIL-NI,7.802,8.196,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100151,RM-COIL-SS316,8.049,8.423,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100154,RM-COIL-HC276,8.169,8.658,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100154,RM-COIL-AL,4.182,4.343,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100156,RM-COIL-AL,5.252,5.368,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100156,RM-COIL-NI,5.737,5.87,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100167,RM-COIL-SS316,13.382,14.348,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100170,RM-COIL-TI,5.544,5.874,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100177,RM-COIL-SS304,5.888,6.361,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100185,RM-COIL-NI,9.689,10.012,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100185,RM-COIL-AL,8.476,9.096,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100191,RM-COIL-SS316,14.618,15.539,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100196,RM-COIL-SS316,12.868,13.452,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100198,RM-COIL-TI,6.425,6.981,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100199,RM-COIL-SS304,10.135,10.339,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100203,RM-COIL-HC276,13.366,13.743,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100212,RM-COIL-HC276,8.618,8.843,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100220,RM-COIL-TI,9.851,10.532,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100220,RM-COIL-SS316,13.67,14.362,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100221,RM-COIL-AL,8.71,9.097,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100221,RM-COIL-HC276,13.553,14.599,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100227,RM-COIL-TI,7.912,8.32,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100227,RM-COIL-AL,8.885,9.551,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100228,RM-COIL-TI,6.065,6.261,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100229,RM-COIL-SS304,6.407,6.705,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100234,RM-COIL-SS304,8.23,8.808,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100242,RM-COIL-AL,5.348,5.728,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100246,RM-COIL-HC276,11.607,12.017,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100259,RM-COIL-NI,7.59,7.881,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100261,RM-COIL-SS304,5.459,5.778,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100267,RM-COIL-TI,5.173,5.435,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100269,RM-COIL-SS304,12.75,13.669,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100273,RM-COIL-NI,5.728,6.194,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100273,RM-COIL-HC276,8.772,9.451,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100275,RM-COIL-SS316,13.364,14.396,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100275,RM-COIL-NI,11.229,11.935,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100277,RM-COIL-AL,3.993,4.289,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100277,RM-COIL-TI,6.106,6.394,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100282,RM-COIL-AL,5.643,5.864,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100283,RM-COIL-TI,5.735,5.833,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100291,RM-COIL-TI,4.936,5.201,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100291,RM-COIL-SS316,6.339,6.641,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100298,RM-COIL-HC276,9.075,9.488,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100301,RM-COIL-NI,6.617,6.837,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100303,RM-COIL-NI,7.199,7.689,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100305,RM-COIL-HC276,11.619,11.947,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100306,RM-COIL-AL,6.579,6.905,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100306,RM-COIL-HC276,8.954,9.54,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100311,RM-COIL-AL,7.834,8.26,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100311,RM-COIL-TI,9.407,10.123,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100323,RM-COIL-TI,10.959,11.503,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100324,RM-COIL-SS316,7.426,7.977,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100324,RM-COIL-AL,4.539,4.923,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100325,RM-COIL-TI,4.551,4.679,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100336,RM-COIL-TI,4.957,5.211,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100337,RM-COIL-SS304,6.994,7.234,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100339,RM-COIL-NI,6.82,7.012,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100339,RM-COIL-TI,4.981,5.279,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100347,RM-COIL-SS316,11.949,12.615,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100350,RM-COIL-SS304,5.958,6.228,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100354,RM-COIL-TI,6.483,6.89,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100357,RM-COIL-TI,5.521,5.615,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100361,RM-COIL-SS316,6.876,7.26,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100364,RM-COIL-TI,10.628,11.417,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100372,RM-COIL-NI,6.461,6.768,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100372,RM-COIL-AL,4.27,4.403,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100373,RM-COIL-SS316,6.098,6.62,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100373,RM-COIL-TI,5.576,5.867,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100383,RM-COIL-AL,8.063,8.414,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100383,RM-COIL-HC276,13.695,14.398,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100384,RM-COIL-NI,5.207,5.513,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100389,RM-COIL-NI,9.256,9.733,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100391,RM-COIL-NI,8.076,8.601,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100396,RM-COIL-AL,5.376,5.506,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100396,RM-COIL-SS304,6.947,7.403,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100401,RM-COIL-SS316,12.14,12.655,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100414,RM-COIL-TI,6.592,7.014,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100421,RM-COIL-HC276,8.475,8.922,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100423,RM-COIL-SS304,7.632,7.956,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100426,RM-COIL-SS316,10.12,10.653,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100437,RM-COIL-NI,11.375,12.395,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100437,RM-COIL-SS316,12.186,13.177,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100438,RM-COIL-TI,6.729,7.142,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100439,RM-COIL-NI,8.206,8.714,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100440,RM-COIL-SS316,7.244,7.734,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100441,RM-COIL-AL,4.001,4.199,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100443,RM-COIL-HC276,16.573,17.428,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100448,RM-COIL-AL,7.635,8.153,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100450,RM-COIL-HC276,9.984,10.682,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100455,RM-COIL-HC276,15.693,16.327,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100464,RM-COIL-SS304,6.876,7.443,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100464,RM-COIL-SS316,7.853,8.235,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100472,RM-COIL-SS304,13.538,14.413,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100472,RM-COIL-NI,11.993,12.645,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100474,RM-COIL-AL,6.334,6.629,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100483,RM-COIL-HC276,7.176,7.364,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100486,RM-COIL-AL,6.497,6.826,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100487,RM-COIL-AL,5.426,5.773,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100491,RM-COIL-SS316,11.614,12.198,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100499,RM-COIL-SS304,8.014,8.167,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100500,RM-COIL-SS304,6.974,7.541,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100500,RM-COIL-SS316,8.227,8.517,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100503,RM-COIL-SS304,11.158,11.912,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100503,RM-COIL-HC276,16.498,17.806,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100507,RM-COIL-TI,6.327,6.802,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100508,RM-COIL-AL,10.014,10.745,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100512,RM-COIL-AL,4.663,4.837,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100522,RM-COIL-NI,8.12,8.489,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100525,RM-COIL-AL,4.239,4.346,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100528,RM-COIL-AL,4.63,4.91,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100528,RM-COIL-HC276,8.647,8.874,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100533,RM-COIL-AL,9.8,10.175,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100537,RM-COIL-AL,5.642,5.87,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100544,RM-COIL-NI,9.089,9.596,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100554,RM-COIL-SS316,7.976,8.486,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100557,RM-COIL-HC276,13.727,14.604,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100557,RM-COIL-NI,12.323,13.066,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100560,RM-COIL-SS316,6.022,6.481,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100563,RM-COIL-SS304,12.854,13.282,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100567,RM-COIL-HC276,9.004,9.496,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100567,RM-COIL-NI,6.42,6.718,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100575,RM-COIL-SS316,11.787,12.131,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100587,RM-COIL-AL,7.749,8.054,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW09_Northwind Alpine,MAT-100587,RM-COIL-SS304,12.175,13.002,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
