plant,plant_name,snapshot_date,ops_group,material,material_description,stock_qty,atp_qty,safety_stock_qty,in_transit_qty,total_stock_value_eur,reason_code
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100136,XL420/PL.37 304TL 0.4mm,6355,4722,827,3472,337830.2,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100140,MX100/PL.41 304TL 0.5mm,798,548,651,642,37179.89,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100142,MX250/PL.43 304TL 0.3mm,2132,2004,855,2399,173369.56,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100151,PRO-12X/PL.02 304TL 0.6mm,578,382,246,880,71352.66,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100156,S62/PL.07 304TL 0.6mm,7523,7129,580,2872,73956.57,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100163,PRO-12X/PL.14 304TL 0.6mm,3721,3413,725,2148,316045.45,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100164,MX100/PL.15 304TL 0.6mm,10669,6176,131,3014,464528.19,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100174,PRO-9X/PL.25 304TL 0.6mm,5453,3524,329,594,113704.77,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100180,S62/PL.31 304TL 0.4mm,1651,1559,1193,1329,88444.78,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100182,S140/PL.33 304TL 0.5mm,11318,9827,826,2566,515690.58,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100190,MX250/PL.41 304TL 0.5mm,5423,4228,330,2820,104327.81,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100199,PRO-12X/PL.50 304TL 0.8mm,9930,8702,413,2396,393195.45,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100210,PRO-9X/PL.11 304TL 0.3mm,8215,4536,621,3468,93300.57,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100220,XL420/PL.21 304TL 0.5mm,4933,3170,732,2808,101495.53,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100225,MX200/PL.26 304TL 0.5mm,11820,6834,448,499,583542.65,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100226,MX250/PL.27 304TL 0.7mm,4860,4508,419,2493,230846.65,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100239,HT80/PL.40 304TL 0.5mm,9725,9073,55,32,300974.46,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100244,XL420/PL.45 304TL 0.5mm,5805,5508,736,3142,354910.25,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100246,PRO-9X/PL.47 304TL 0.5mm,6524,5698,345,1335,466916.79,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100256,XL420/PL.07 304TL 0.5mm,1824,1196,972,549,70601.96,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100263,HT80/PL.14 304TL 0.6mm,1078,800,1168,2762,130650.6,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100270,PRO-9X/PL.21 304TL 0.7mm,3950,2153,795,114,160418.83,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100275,HT80/PL.26 304TL 0.6mm,9417,6579,697,619,221291.14,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100276,S62/PL.27 304TL 0.5mm,7920,5260,1096,3042,215940.48,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100288,S62/PL.39 304TL 0.5mm,132,125,775,1939,27904.25,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100290,S140/PL.41 304TL 0.6mm,3194,2648,779,3158,351088.37,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-100293,XL520/PL.44 304TL 0.7mm,11818,7618,1164,2492,680719.75,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100296,MX100/PL.47 304TL 0.4mm,4004,2181,275,1021,255712.29,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100304,XL420/PL.05 304TL 0.6mm,10897,6765,378,987,522815.54,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100306,PRO-9X/PL.07 304TL 0.7mm,1683,1033,1150,3235,115843.64,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100311,HT80/PL.12 304TL 0.7mm,5429,3600,722,1340,309183.7,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100326,S140/PL.27 304TL 0.8mm,7333,5757,1121,1101,461226.98,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100338,S140/PL.39 304TL 0.7mm,6947,3684,899,293,208838.05,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100346,MX250/PL.47 304TL 0.3mm,4536,3527,307,2336,133945.01,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100347,HT80/PL.48 304TL 0.6mm,2238,1450,799,3412,226640.0,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100350,S140/PL.01 304TL 0.7mm,11495,10665,405,57,372703.49,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100356,MX100/PL.07 304TL 0.7mm,5185,3380,313,1626,66948.32,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100359,HT80/PL.10 304TL 0.4mm,10078,8133,981,402,331457.55,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100367,PRO-12X/PL.18 304TL 0.4mm,4175,2192,528,292,100166.3,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100371,HT80/PL.22 304TL 0.5mm,5419,4352,357,2985,271193.61,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100372,S62/PL.23 304TL 0.6mm,2748,2178,288,1172,221688.86,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100373,S120/PL.24 304TL 0.6mm,3486,2087,286,2879,64180.91,READY
NW07,Northwind West Coast,2026-04-03,OPS-S160,MAT-100375,S160/PL.26 304TL 0.8mm,2041,1739,742,1907,205438.77,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100380,MX100/PL.31 304TL 0.6mm,9753,6742,1131,2275,331391.13,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100405,MX200/PL.06 304TL 0.6mm,621,433,1119,1021,31680.58,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100419,HT80/PL.20 304TL 0.5mm,395,218,625,2468,148148.68,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100433,S120/PL.34 304TL 0.3mm,2571,2082,506,1057,47396.04,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100438,PRO-9X/PL.39 304TL 0.6mm,3201,2984,209,1821,155545.16,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100439,PRO-12X/PL.40 304TL 0.4mm,5816,3568,896,1799,40567.08,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100440,MX100/PL.41 304TL 0.5mm,9164,5080,327,965,312377.91,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100441,MX200/PL.42 304TL 0.7mm,9927,8848,1189,1413,57669.9,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100443,HT80/PL.44 304TL 0.8mm,2765,2385,1112,1927,130482.33,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100446,S140/PL.47 304TL 0.7mm,4024,2602,87,2142,207346.66,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100454,MX250/PL.05 304TL 0.6mm,8063,5126,602,327,403134.34,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100455,HT80/PL.06 304TL 0.6mm,1944,1450,244,1837,211297.15,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100470,S140/PL.21 304TL 0.7mm,11422,8119,938,3325,679042.52,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-100473,XL520/PL.24 304TL 0.4mm,10049,5262,54,1162,455583.13,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100479,HT80/PL.30 304TL 0.7mm,11744,6705,844,722,209273.97,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100480,S62/PL.31 304TL 0.4mm,10284,6585,794,2514,696277.61,READY
NW07,Northwind West Coast,2026-04-03,OPS-S160,MAT-100483,S160/PL.34 304TL 0.4mm,11167,8676,335,2439,782197.2,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100489,MX200/PL.40 304TL 0.6mm,7562,6333,491,2833,402595.34,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100496,XL420/PL.47 304TL 0.5mm,210,199,323,1899,87426.28,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100500,MX100/PL.01 304TL 0.3mm,9985,7866,537,1459,483128.07,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100501,MX200/PL.02 304TL 0.5mm,704,633,372,1992,22314.93,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100502,MX250/PL.03 304TL 0.5mm,4805,2689,1198,281,107996.53,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100503,HT80/PL.04 304TL 0.4mm,3147,1750,329,313,161312.94,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100504,S62/PL.05 304TL 0.7mm,3589,3027,945,2448,70892.39,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100508,XL420/PL.09 304TL 0.6mm,9962,5399,510,2267,451911.24,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-100509,XL520/PL.10 304TL 0.5mm,10229,9076,163,190,345657.7,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100511,PRO-12X/PL.12 304TL 0.4mm,11583,9191,162,1052,548362.76,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100513,MX200/PL.14 304TL 0.6mm,2904,1895,329,419,115204.31,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100526,MX250/PL.27 304TL 0.7mm,7522,5578,953,3234,88414.94,READY
NW07,Northwind West Coast,2026-04-03,OPS-S160,MAT-100531,S160/PL.32 304TL 0.6mm,7842,4458,330,2905,241563.81,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100534,PRO-9X/PL.35 304TL 0.4mm,9822,8015,388,1230,189345.0,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100542,S140/PL.43 304TL 0.5mm,4542,3261,719,3128,125924.22,READY
NW07,Northwind West Coast,2026-04-03,OPS-S160,MAT-100543,S160/PL.44 304TL 0.4mm,9287,6330,485,2725,396289.69,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100544,XL420/PL.45 304TL 0.4mm,2626,1317,770,843,152981.4,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100547,PRO-12X/PL.48 304TL 0.6mm,10455,9667,171,2503,416937.86,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100553,S120/PL.04 304TL 0.5mm,10430,8803,226,3204,198914.92,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100554,S140/PL.05 304TL 0.5mm,3001,2844,455,662,13737.93,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100577,S120/PL.28 304TL 0.8mm,6267,5095,289,1968,417848.75,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-100581,XL520/PL.32 304TL 0.4mm,10,7,1197,1587,33765.41,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100589,S120/PL.40 304TL 0.5mm,11250,7008,965,1680,551214.29,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100600,S62/PL.01 304TL 0.3mm,6969,5904,735,382,372446.54,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100604,XL420/PL.05 304TL 0.5mm,2013,1038,454,331,32318.99,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100612,S62/PL.13 304TL 0.4mm,9256,6235,448,3381,397065.21,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100613,S120/PL.14 304TL 0.7mm,711,494,248,343,37053.0,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100616,XL420/PL.17 304TL 0.6mm,9921,5166,403,845,70666.59,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100618,PRO-9X/PL.19 304TL 0.5mm,491,402,456,994,68014.59,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100628,XL420/PL.29 304TL 0.6mm,9202,6587,51,3349,362065.06,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100633,MX200/PL.34 304TL 0.4mm,7539,4524,770,1603,342320.54,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100634,MX250/PL.35 304TL 0.5mm,2856,2152,460,1750,178744.38,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100648,S62/PL.49 304TL 0.4mm,2730,1458,58,1026,128573.38,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100661,S120/PL.12 304TL 0.8mm,11384,10518,841,3325,125218.86,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100667,PRO-12X/PL.18 304TL 0.5mm,10812,9992,613,1305,278308.82,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100668,MX100/PL.19 304TL 0.7mm,3065,1944,405,2574,274985.12,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100670,MX250/PL.21 304TL 0.3mm,2825,2461,605,1271,151565.49,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-100677,XL520/PL.28 304TL 0.5mm,11632,8501,109,2270,112503.93,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100678,PRO-9X/PL.29 304TL 0.7mm,9772,7705,161,1151,511409.31,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-100689,XL520/PL.40 304TL 0.4mm,8383,7952,565,2691,536559.06,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100697,S120/PL.48 304TL 0.7mm,10635,7790,1062,461,377042.14,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100700,XL420/PL.01 304TL 0.5mm,1457,1245,1099,3014,41626.09,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100712,XL420/PL.13 304TL 0.6mm,11214,5708,182,1860,152722.32,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100715,PRO-12X/PL.16 304TL 0.3mm,11342,9512,1037,615,682915.86,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100716,MX100/PL.17 304TL 0.3mm,1466,739,667,841,88940.48,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100720,S62/PL.21 304TL 0.6mm,11159,10222,276,2835,295396.3,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100722,S140/PL.23 304TL 0.7mm,11693,8634,836,3075,177175.51,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100726,PRO-9X/PL.27 304TL 0.7mm,7237,4167,188,1067,354752.23,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100732,S62/PL.33 304TL 0.7mm,2276,1518,591,2925,119882.43,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100733,S120/PL.34 304TL 0.3mm,9288,6442,442,1305,123227.89,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100739,PRO-12X/PL.40 304TL 0.7mm,1532,1328,297,867,35929.22,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100741,MX200/PL.42 304TL 0.5mm,524,284,1098,2806,24205.05,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100742,MX250/PL.43 304TL 0.6mm,6092,4744,600,618,160850.76,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100745,S120/PL.46 304TL 0.6mm,10868,10061,528,2076,162300.02,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100750,PRO-9X/PL.01 304TL 0.6mm,10275,8911,486,483,573916.26,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100757,S120/PL.08 304TL 0.6mm,9908,8959,1078,2465,358362.51,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100765,MX200/PL.16 304TL 0.7mm,11880,6749,233,1804,62061.69,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100767,HT80/PL.18 304TL 0.5mm,6880,5613,121,299,201304.18,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100774,PRO-9X/PL.25 304TL 0.7mm,4123,3522,407,3282,172219.56,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100780,S62/PL.31 304TL 0.8mm,245,205,1072,3224,144088.47,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-100785,XL520/PL.36 304TL 0.8mm,10699,10006,1032,2461,593629.75,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100790,MX250/PL.41 304TL 0.6mm,4642,3578,936,1595,278354.08,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100793,S120/PL.44 304TL 0.7mm,3844,2857,746,2488,142329.67,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100796,XL420/PL.47 304TL 0.7mm,2471,1888,1107,1206,36262.42,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100803,HT80/PL.04 304TL 0.4mm,8855,7839,929,1583,409985.79,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100806,S140/PL.07 304TL 0.5mm,11326,6795,732,2917,463014.84,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100815,HT80/PL.16 304TL 0.5mm,2921,1935,339,2480,257841.79,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100824,MX100/PL.25 304TL 0.7mm,4327,3968,1189,998,205961.75,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100829,S120/PL.30 304TL 0.6mm,9804,9307,902,404,330534.68,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100834,PRO-9X/PL.35 304TL 0.4mm,11938,9596,556,1743,448647.17,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100837,MX200/PL.38 304TL 0.5mm,3476,2854,940,2949,370692.95,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100844,XL420/PL.45 304TL 0.7mm,6221,3931,916,694,178529.61,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100850,MX250/PL.01 304TL 0.7mm,8237,5239,251,1122,342632.61,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100851,HT80/PL.02 304TL 0.5mm,6936,5394,176,2261,306786.75,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100853,S120/PL.04 304TL 0.7mm,3491,2095,875,943,245507.24,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100858,PRO-9X/PL.09 304TL 0.7mm,6510,3880,813,2509,392856.11,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-100860,MX100/PL.11 304TL 0.5mm,1434,947,696,1582,28935.13,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100877,S120/PL.28 304TL 0.5mm,5654,3955,901,3220,91857.23,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100882,PRO-9X/PL.33 304TL 0.3mm,1575,1140,696,570,28294.32,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100889,S120/PL.40 304TL 0.4mm,8245,5683,503,1239,80938.97,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100892,XL420/PL.43 304TL 0.5mm,10207,9661,584,350,69589.65,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100904,XL420/PL.05 304TL 0.6mm,10452,6101,174,1824,95615.99,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-100909,MX200/PL.10 304TL 0.6mm,11047,6773,1047,1253,310993.67,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-100912,S62/PL.13 304TL 0.4mm,243,184,337,2465,11935.73,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100913,S120/PL.14 304TL 0.3mm,11887,9752,1136,1279,506346.51,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100919,PRO-12X/PL.20 304TL 0.5mm,1969,1172,512,3103,101401.73,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100934,MX250/PL.35 304TL 0.7mm,10387,9395,911,768,179834.77,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-100940,XL420/PL.41 304TL 0.7mm,8086,6731,769,590,418101.45,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-100947,HT80/PL.48 304TL 0.7mm,2709,1834,275,2709,249798.75,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-100949,S120/PL.50 304TL 0.7mm,2710,1976,676,563,47083.11,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100950,S140/PL.01 304TL 0.3mm,6749,3593,685,239,417555.42,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-100958,MX250/PL.09 304TL 0.5mm,7970,5186,1154,1031,498198.56,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100966,PRO-9X/PL.17 304TL 0.7mm,1357,774,987,1163,91393.56,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-100974,S140/PL.25 304TL 0.5mm,4384,3012,600,875,229694.39,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-100978,PRO-9X/PL.29 304TL 0.6mm,8120,6891,340,2871,606425.09,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-100991,PRO-12X/PL.42 304TL 0.5mm,9685,8651,1016,165,196673.36,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-101008,S62/PL.09 304TL 0.3mm,2441,1912,861,3053,23125.82,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-101010,S140/PL.11 304TL 0.6mm,8626,6169,516,51,136183.25,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-101015,PRO-12X/PL.16 304TL 0.7mm,7009,6241,54,2094,387688.65,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-101019,HT80/PL.20 304TL 0.3mm,5426,5038,242,2976,32912.02,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-101020,S62/PL.21 304TL 0.3mm,7686,7007,565,2073,336920.98,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-101021,S120/PL.22 304TL 0.5mm,382,349,1157,1574,56220.6,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-101025,XL520/PL.26 304TL 0.5mm,2534,2163,1067,43,94909.52,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-101027,PRO-12X/PL.28 304TL 0.5mm,4899,2620,1087,664,107676.2,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-101028,MX100/PL.29 304TL 0.5mm,11293,6727,247,647,666645.62,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-101036,XL420/PL.37 304TL 0.5mm,10866,7777,823,2549,72584.91,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX250,MAT-101042,MX250/PL.43 304TL 0.8mm,8627,6542,1199,1379,381464.99,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-101058,S140/PL.09 304TL 0.6mm,10318,6806,1156,534,276084.87,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-101060,XL420/PL.11 304TL 0.3mm,6260,4276,953,1775,341424.86,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-101063,PRO-12X/PL.14 304TL 0.8mm,8846,5461,720,2637,284180.59,READY
NW07,Northwind West Coast,2026-04-03,OPS-HT80,MAT-101067,HT80/PL.18 304TL 0.7mm,11449,6919,888,3398,549526.26,READY
NW07,Northwind West Coast,2026-04-03,OPS-S160,MAT-101071,S160/PL.22 304TL 0.5mm,8805,4454,432,1287,32106.37,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-101077,MX200/PL.28 304TL 0.7mm,774,403,309,305,3798.66,READY
NW07,Northwind West Coast,2026-04-03,OPS-S160,MAT-101083,S160/PL.34 304TL 0.6mm,10240,7652,561,2266,735595.85,READY
NW07,Northwind West Coast,2026-04-03,OPS-S62,MAT-101092,S62/PL.43 304TL 0.4mm,1987,1254,601,739,130462.05,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-101094,S140/PL.45 304TL 0.3mm,2633,1630,1194,199,21372.93,READY
NW07,Northwind West Coast,2026-04-03,OPS-S160,MAT-101095,S160/PL.46 304TL 0.6mm,1929,1541,318,2395,21470.64,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-101096,XL420/PL.47 304TL 0.5mm,11214,6064,645,628,692361.43,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-9X,MAT-101098,PRO-9X/PL.49 304TL 0.3mm,11627,6110,595,2514,317534.46,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL520,MAT-101109,XL520/PL.10 304TL 0.4mm,5484,2772,1181,792,265912.64,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-101125,MX200/PL.26 304TL 0.3mm,11358,9212,495,2404,125484.57,READY
NW07,Northwind West Coast,2026-04-03,OPS-S140,MAT-101130,S140/PL.31 304TL 0.5mm,1583,831,286,1887,64294.35,READY
NW07,Northwind West Coast,2026-04-03,OPS-XL420,MAT-101132,XL420/PL.33 304TL 0.8mm,306,216,1177,451,18135.3,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-101136,MX100/PL.37 304TL 0.4mm,9109,7076,622,2578,502106.77,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX200,MAT-101137,MX200/PL.38 304TL 0.7mm,11145,9533,783,608,327432.06,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-101141,S120/PL.42 304TL 0.7mm,5496,3905,492,2174,129004.63,READY
NW07,Northwind West Coast,2026-04-03,OPS-MX100,MAT-101148,MX100/PL.49 304TL 0.6mm,3914,3275,873,390,201109.11,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-101153,S120/PL.04 304TL 0.5mm,10013,8399,158,2852,385602.59,READY
NW07,Northwind West Coast,2026-04-03,OPS-PRO-12X,MAT-101159,PRO-12X/PL.10 304TL 0.6mm,11080,6231,1005,1987,478488.77,READY
NW07,Northwind West Coast,2026-04-03,OPS-S120,MAT-101165,S120/PL.16 304TL 0.6mm,6478,5806,632,3456,85663.69,READY
