plant,header_material,component_material,effective_component_qty,scrap_factor
NW09,MAT-200015,RM-COMP-FKM,0.432,1.0312
NW09,MAT-200022,RM-COMP-SILI,0.287,1.0598
NW09,MAT-200022,RM-COMP-EPDM,0.273,1.0333
NW09,MAT-200025,RM-COMP-FKM,0.384,1.0537
NW09,MAT-200029,RM-COMP-NBR,0.424,1.0639
NW09,MAT-200029,RM-COMP-EPDM,0.278,1.0825
NW09,MAT-200030,RM-COMP-EPDM,0.278,1.0547
NW09,MAT-200045,RM-COMP-HNBR,0.417,1.0241
NW09,MAT-200046,RM-COMP-FKM,0.505,1.0629
NW09,MAT-200046,RM-COMP-NBR,0.342,1.0759
NW09,MAT-200050,RM-COMP-EPDM,0.325,1.0272
NW09,MAT-200053,RM-COMP-NBR,0.321,1.0302
NW09,MAT-200053,RM-COMP-FKM,0.386,1.0282
NW09,MAT-200054,RM-COMP-AFLAS,0.405,1.0372
NW09,MAT-200054,RM-COMP-SILI,0.319,1.0803
NW09,MAT-200060,RM-COMP-AFLAS,0.439,1.0516
NW09,MAT-200062,RM-COMP-AFLAS,0.559,1.0455
NW09,MAT-200064,RM-COMP-FKM,0.516,1.0742
NW09,MAT-200067,RM-COMP-AFLAS,0.473,1.0302
NW09,MAT-200086,RM-COMP-AFLAS,0.464,1.072
NW09,MAT-200087,RM-COMP-EPDM,0.282,1.0392
NW09,MAT-200087,RM-COMP-FKM,0.438,1.0835
NW09,MAT-200091,RM-COMP-NBR,0.401,1.0231
NW09,MAT-200092,RM-COMP-EPDM,0.25,1.0465
NW09,MAT-200094,RM-COMP-NBR,0.345,1.0465
NW09,MAT-200095,RM-COMP-SILI,0.286,1.0231
NW09,MAT-200095,RM-COMP-AFLAS,0.515,1.0547
NW09,MAT-200097,RM-COMP-SILI,0.338,1.0493
NW09,MAT-200098,RM-COMP-FKM,0.488,1.0434
NW09,MAT-200100,RM-COMP-EPDM,0.294,1.0608
NW09,MAT-200100,RM-COMP-AFLAS,0.415,1.0544
NW09,MAT-200101,RM-COMP-HNBR,0.405,1.0633
NW09,MAT-200107,RM-COMP-NBR,0.391,1.0323
NW09,MAT-200112,RM-COMP-SILI,0.31,1.0655
NW09,MAT-200114,RM-COMP-EPDM,0.272,1.0583
NW09,MAT-200117,RM-COMP-SILI,0.352,1.0322
NW09,MAT-200118,RM-COMP-SILI,0.312,1.0506
NW09,MAT-200127,RM-COMP-EPDM,0.274,1.0393
NW09,MAT-200128,RM-COMP-EPDM,0.273,1.0362
NW09,MAT-200136,RM-COMP-AFLAS,0.496,1.0546
NW09,MAT-200142,RM-COMP-FKM,0.416,1.065
NW09,MAT-200142,RM-COMP-EPDM,0.323,1.0473
NW09,MAT-200147,RM-COMP-EPDM,0.319,1.0475
NW09,MAT-200147,RM-COMP-HNBR,0.365,1.0527
NW09,MAT-200153,RM-COMP-NBR,0.419,1.063
NW09,MAT-200153,RM-COMP-HNBR,0.466,1.0659
NW09,MAT-200155,RM-COMP-SILI,0.367,1.0618
NW09,MAT-200158,RM-COMP-NBR,0.44,1.0792
NW09,MAT-200159,RM-COMP-AFLAS,0.539,1.0231
NW09,MAT-200165,RM-COMP-EPDM,0.312,1.0615
NW09,MAT-200179,RM-COMP-SILI,0.295,1.0445
NW09,MAT-200180,RM-COMP-HNBR,0.441,1.0596
NW09,MAT-200192,RM-COMP-FKM,0.45,1.0762
NW09,MAT-200206,RM-COMP-SILI,0.28,1.0353
NW09,MAT-200211,RM-COMP-FKM,0.489,1.0434
NW09,MAT-200211,RM-COMP-HNBR,0.391,1.0677
NW09,MAT-200212,RM-COMP-EPDM,0.266,1.0613
NW09,MAT-200213,RM-COMP-NBR,0.413,1.0812
NW09,MAT-200221,RM-COMP-SILI,0.352,1.0624
NW09,MAT-200222,RM-COMP-HNBR,0.351,1.0537
NW09,MAT-200228,RM-COMP-HNBR,0.355,1.0647
NW09,MAT-200229,RM-COMP-HNBR,0.328,1.0394
NW09,MAT-200236,RM-COMP-FKM,0.438,1.0322
NW09,MAT-200242,RM-COMP-AFLAS,0.447,1.0221
NW09,MAT-200248,RM-COMP-EPDM,0.311,1.0342
NW09,MAT-200252,RM-COMP-AFLAS,0.472,1.0588
NW09,MAT-200253,RM-COMP-NBR,0.315,1.0272
NW09,MAT-200254,RM-COMP-FKM,0.368,1.0506
NW09,MAT-200259,RM-COMP-SILI,0.354,1.0657
NW09,MAT-200260,RM-COMP-AFLAS,0.492,1.0312
NW09,MAT-200260,RM-COMP-EPDM,0.309,1.0414
NW09,MAT-200267,RM-COMP-EPDM,0.282,1.0547
NW09,MAT-200269,RM-COMP-SILI,0.36,1.0332
NW09,MAT-200270,RM-COMP-SILI,0.37,1.0553
NW09,MAT-200270,RM-COMP-FKM,0.41,1.0619
NW09,MAT-200271,RM-COMP-NBR,0.336,1.0312
NW09,MAT-200271,RM-COMP-HNBR,0.365,1.0231
NW09,MAT-200278,RM-COMP-NBR,0.4,1.0475
NW09,MAT-200281,RM-COMP-EPDM,0.245,1.0645
NW09,MAT-200281,RM-COMP-HNBR,0.41,1.0272
NW09,MAT-200287,RM-COMP-EPDM,0.288,1.0739
NW09,MAT-200297,RM-COMP-NBR,0.302,1.0333
NW09,MAT-200300,RM-COMP-EPDM,0.345,1.064
NW09,MAT-200301,RM-COMP-FKM,0.425,1.0536
NW09,MAT-200302,RM-COMP-SILI,0.321,1.0782
NW09,MAT-200306,RM-COMP-NBR,0.346,1.0322
NW09,MAT-200317,RM-COMP-FKM,0.433,1.0454
NW09,MAT-200319,RM-COMP-EPDM,0.337,1.0475
NW09,MAT-200323,RM-COMP-SILI,0.26,1.0272
NW09,MAT-200331,RM-COMP-EPDM,0.33,1.077
NW09,MAT-200342,RM-COMP-NBR,0.309,1.0362
NW09,MAT-200352,RM-COMP-HNBR,0.48,1.0577
NW09,MAT-200355,RM-COMP-SILI,0.361,1.0833
NW09,MAT-200356,RM-COMP-NBR,0.311,1.071
NW09,MAT-200356,RM-COMP-AFLAS,0.491,1.0702
NW09,MAT-200365,RM-COMP-AFLAS,0.541,1.0655
NW09,MAT-200369,RM-COMP-HNBR,0.46,1.0495
NW09,MAT-200369,RM-COMP-EPDM,0.334,1.0475
NW09,MAT-200382,RM-COMP-SILI,0.361,1.0292
NW09,MAT-200383,RM-COMP-HNBR,0.467,1.0575
NW09,MAT-200385,RM-COMP-FKM,0.383,1.0332
NW09,MAT-200387,RM-COMP-AFLAS,0.503,1.0372
NW09,MAT-200390,RM-COMP-NBR,0.351,1.0803
NW09,MAT-200393,RM-COMP-NBR,0.429,1.0384
NW09,MAT-200393,RM-COMP-SILI,0.318,1.0403
NW09,MAT-200395,RM-COMP-SILI,0.346,1.0323
NW09,MAT-200395,RM-COMP-EPDM,0.321,1.0342
NW09,MAT-200397,RM-COMP-NBR,0.429,1.0445
NW09,MAT-200403,RM-COMP-EPDM,0.347,1.0812
NW09,MAT-200424,RM-COMP-AFLAS,0.414,1.0444
NW09,MAT-200424,RM-COMP-SILI,0.334,1.0568
NW09,MAT-200425,RM-COMP-FKM,0.431,1.0332
NW09,MAT-200425,RM-COMP-AFLAS,0.464,1.0241
NW09,MAT-200437,RM-COMP-AFLAS,0.537,1.0701
NW09,MAT-200447,RM-COMP-NBR,0.447,1.0639
NW09,MAT-200448,RM-COMP-SILI,0.341,1.0629
NW09,MAT-200452,RM-COMP-NBR,0.329,1.0424
NW09,MAT-200457,RM-COMP-AFLAS,0.469,1.0596
NW09,MAT-200465,RM-COMP-HNBR,0.406,1.072
NW09,MAT-200465,RM-COMP-FKM,0.406,1.0759
NW09,MAT-200467,RM-COMP-SILI,0.382,1.0637
NW09,MAT-200470,RM-COMP-HNBR,0.429,1.0496
NW09,MAT-200470,RM-COMP-SILI,0.266,1.0567
NW09,MAT-200479,RM-COMP-NBR,0.382,1.0443
NW09,MAT-200483,RM-COMP-EPDM,0.259,1.0844
NW09,MAT-200484,RM-COMP-AFLAS,0.439,1.0363
NW09,MAT-200484,RM-COMP-NBR,0.352,1.0527
NW09,MAT-200494,RM-COMP-HNBR,0.364,1.0434
NW09,MAT-200496,RM-COMP-AFLAS,0.414,1.0578
NW09,MAT-200496,RM-COMP-NBR,0.337,1.0545
NW09,MAT-200513,RM-COMP-NBR,0.303,1.0524
NW09,MAT-200513,RM-COMP-AFLAS,0.445,1.0606
NW09,MAT-200525,RM-COMP-EPDM,0.272,1.0752
NW09,MAT-200526,RM-COMP-EPDM,0.321,1.0282
NW09,MAT-200530,RM-COMP-AFLAS,0.552,1.0578
NW09,MAT-200536,RM-COMP-NBR,0.434,1.0577
NW09,MAT-200538,RM-COMP-AFLAS,0.543,1.0593
NW09,MAT-200538,RM-COMP-SILI,0.374,1.0465
NW09,MAT-200539,RM-COMP-EPDM,0.344,1.0524
NW09,MAT-200540,RM-COMP-EPDM,0.341,1.0251
NW09,MAT-200546,RM-COMP-AFLAS,0.541,1.0732
NW09,MAT-200555,RM-COMP-AFLAS,0.495,1.0526
NW09,MAT-200567,RM-COMP-AFLAS,0.422,1.0623
NW09,MAT-200578,RM-COMP-EPDM,0.287,1.0353
NW09,MAT-200583,RM-COMP-EPDM,0.321,1.063
NW09,MAT-200583,RM-COMP-FKM,0.405,1.0856
NW09,MAT-200594,RM-COMP-EPDM,0.258,1.0201
NW09,MAT-200594,RM-COMP-AFLAS,0.532,1.0231
NW09,MAT-200597,RM-COMP-EPDM,0.254,1.0525
NW09,MAT-200599,RM-COMP-FKM,0.373,1.0567
NW09,MAT-200601,RM-COMP-AFLAS,0.53,1.0424
NW09,MAT-200602,RM-COMP-EPDM,0.32,1.0383
NW09,MAT-200612,RM-COMP-SILI,0.368,1.0588
NW09,MAT-200616,RM-COMP-FKM,0.418,1.0578
NW09,MAT-200624,RM-COMP-EPDM,0.328,1.0616
NW09,MAT-200636,RM-COMP-FKM,0.468,1.0455
NW09,MAT-200638,RM-COMP-SILI,0.332,1.0373
NW09,MAT-200638,RM-COMP-AFLAS,0.515,1.0423
NW09,MAT-200643,RM-COMP-NBR,0.427,1.0575
NW09,MAT-200654,RM-COMP-EPDM,0.348,1.0535
NW09,MAT-200661,RM-COMP-HNBR,0.403,1.0783
NW09,MAT-200661,RM-COMP-SILI,0.287,1.0613
NW09,MAT-200666,RM-COMP-AFLAS,0.562,1.0464
NW09,MAT-200678,RM-COMP-HNBR,0.459,1.0701
NW09,MAT-200684,RM-COMP-EPDM,0.344,1.0679
NW09,MAT-200688,RM-COMP-HNBR,0.475,1.0645
NW09,MAT-200688,RM-COMP-EPDM,0.269,1.0171
NW09,MAT-200689,RM-COMP-HNBR,0.383,1.0465
NW09,MAT-200693,RM-COMP-AFLAS,0.529,1.0423
NW09,MAT-200696,RM-COMP-NBR,0.41,1.0443
NW09,MAT-200701,RM-COMP-SILI,0.345,1.0563
NW09,MAT-200702,RM-COMP-SILI,0.364,1.0332
NW09,MAT-200702,RM-COMP-AFLAS,0.564,1.0782
NW09,MAT-200705,RM-COMP-SILI,0.321,1.0525
NW09,MAT-200707,RM-COMP-HNBR,0.397,1.0211
NW09,MAT-200710,RM-COMP-NBR,0.43,1.0717
NW09,MAT-200710,RM-COMP-AFLAS,0.445,1.0708
NW09,MAT-200717,RM-COMP-EPDM,0.286,1.0619
NW09,MAT-200718,RM-COMP-NBR,0.365,1.069
NW09,MAT-200725,RM-COMP-HNBR,0.48,1.0844
NW09,MAT-200727,RM-COMP-NBR,0.337,1.0262
NW09,MAT-200728,RM-COMP-AFLAS,0.516,1.0241
NW09,MAT-200728,RM-COMP-FKM,0.404,1.0272
NW09,MAT-200729,RM-COMP-SILI,0.37,1.0633
NW09,MAT-200730,RM-COMP-EPDM,0.286,1.0372
NW09,MAT-200731,RM-COMP-NBR,0.371,1.0322
NW09,MAT-200733,RM-COMP-FKM,0.537,1.0706
NW09,MAT-200738,RM-COMP-NBR,0.418,1.0825
NW09,MAT-200738,RM-COMP-SILI,0.273,1.0824
NW09,MAT-200739,RM-COMP-AFLAS,0.522,1.0292
NW09,MAT-200749,RM-COMP-EPDM,0.286,1.0696
NW09,MAT-200770,RM-COMP-AFLAS,0.507,1.0677
NW09,MAT-200791,RM-COMP-FKM,0.526,1.0537
NW09,MAT-200795,RM-COMP-SILI,0.275,1.0535
NW09,MAT-200798,RM-COMP-NBR,0.429,1.0434
NW09,MAT-200803,RM-COMP-AFLAS,0.474,1.0516
NW09,MAT-200803,RM-COMP-NBR,0.348,1.0719
NW09,MAT-200805,RM-COMP-NBR,0.387,1.0597
NW09,MAT-200807,RM-COMP-SILI,0.327,1.0322
NW09,MAT-200808,RM-COMP-NBR,0.41,1.0465
NW09,MAT-200815,RM-COMP-AFLAS,0.409,1.0815
NW09,MAT-200831,RM-COMP-AFLAS,0.54,1.0563
NW09,MAT-200831,RM-COMP-HNBR,0.459,1.0823
NW09,MAT-200843,RM-COMP-EPDM,0.34,1.0373
NW09,MAT-200843,RM-COMP-NBR,0.361,1.0362
NW09,MAT-200845,RM-COMP-AFLAS,0.4,1.0699
NW09,MAT-200848,RM-COMP-EPDM,0.286,1.0897
NW09,MAT-200855,RM-COMP-NBR,0.434,1.0689
NW09,MAT-200856,RM-COMP-FKM,0.423,1.0855
NW09,MAT-200860,RM-COMP-EPDM,0.337,1.066
NW09,MAT-200860,RM-COMP-AFLAS,0.449,1.0753
NW09,MAT-200886,RM-COMP-AFLAS,0.503,1.0282
NW09,MAT-200887,RM-COMP-HNBR,0.436,1.0281
NW09,MAT-200893,RM-COMP-EPDM,0.335,1.0363
NW09,MAT-200897,RM-COMP-NBR,0.333,1.0516
NW09,MAT-200897,RM-COMP-SILI,0.341,1.0362
NW10,MAT-100001,RM-COIL-SS316,6.664,1.0362
NW10,MAT-100005,RM-COIL-TI,8.253,1.0302
NW10,MAT-100012,RM-COIL-NI,7.193,1.0718
NW10,MAT-100012,RM-COIL-TI,6.066,1.0749
NW10,MAT-100017,RM-COIL-TI,11.248,1.0823
NW10,MAT-100024,RM-COIL-TI,6.395,1.0698
NW10,MAT-100024,RM-COIL-NI,5.711,1.0435
NW10,MAT-100025,RM-COIL-TI,5.549,1.0343
NW10,MAT-100027,RM-COIL-NI,5.182,1.0373
NW10,MAT-100036,RM-COIL-SS316,6.149,1.0494
NW10,MAT-100040,RM-COIL-AL,9.495,1.0383
NW10,MAT-100044,RM-COIL-HC276,7.353,1.0506
NW10,MAT-100044,RM-COIL-AL,6.192,1.0812
NW10,MAT-100045,RM-COIL-TI,6.189,1.0824
NW10,MAT-100048,RM-COIL-NI,7.073,1.0533
NW10,MAT-100051,RM-COIL-SS316,8.102,1.0687
NW10,MAT-100052,RM-COIL-SS316,15.134,1.0854
NW10,MAT-100053,RM-COIL-SS304,14.272,1.0404
NW10,MAT-100053,RM-COIL-SS316,11.187,1.0638
NW10,MAT-100059,RM-COIL-HC276,12.033,1.0221
NW10,MAT-100060,RM-COIL-AL,5.704,1.0638
NW10,MAT-100077,RM-COIL-SS304,10.319,1.0343
NW10,MAT-100078,RM-COIL-SS304,9.875,1.0701
NW10,MAT-100090,RM-COIL-TI,6.809,1.0617
NW10,MAT-100093,RM-COIL-SS304,5.628,1.0302
NW10,MAT-100094,RM-COIL-TI,5.386,1.0424
NW10,MAT-100097,RM-COIL-HC276,6.803,1.0322
NW10,MAT-100100,RM-COIL-SS316,15.507,1.0624
NW10,MAT-100103,RM-COIL-NI,8.402,1.0574
NW10,MAT-100104,RM-COIL-AL,5.999,1.0625
NW10,MAT-100105,RM-COIL-SS316,8.671,1.0414
NW10,MAT-100105,RM-COIL-TI,5.634,1.0629
NW10,MAT-100112,RM-COIL-SS304,14.257,1.0577
NW10,MAT-100112,RM-COIL-TI,8.442,1.0577
NW10,MAT-100114,RM-COIL-AL,5.875,1.0845
NW10,MAT-100114,RM-COIL-TI,8.073,1.0727
NW10,MAT-100115,RM-COIL-SS316,9.809,1.0363
NW10,MAT-100120,RM-COIL-TI,6.2,1.0496
NW10,MAT-100121,RM-COIL-SS316,6.843,1.0373
NW10,MAT-100121,RM-COIL-AL,5.021,1.0414
NW10,MAT-100122,RM-COIL-SS316,7.564,1.0373
NW10,MAT-100123,RM-COIL-SS304,7.309,1.0444
NW10,MAT-100125,RM-COIL-SS304,10.195,1.0251
NW10,MAT-100133,RM-COIL-TI,4.984,1.0423
NW10,MAT-100138,RM-COIL-SS316,9.522,1.065
NW10,MAT-100141,RM-COIL-NI,6.688,1.0742
NW10,MAT-100142,RM-COIL-AL,5.238,1.0866
NW10,MAT-100143,RM-COIL-HC276,15.568,1.0496
NW10,MAT-100143,RM-COIL-SS316,14.043,1.0649
NW10,MAT-100145,RM-COIL-HC276,8.684,1.0252
NW10,MAT-100152,RM-COIL-SS316,6.658,1.0424
NW10,MAT-100155,RM-COIL-AL,7.883,1.0547
NW10,MAT-100155,RM-COIL-SS304,12.686,1.0718
NW10,MAT-100163,RM-COIL-TI,7.661,1.0772
NW10,MAT-100163,RM-COIL-SS316,9.992,1.0464
NW10,MAT-100172,RM-COIL-NI,11.604,1.0211
NW10,MAT-100172,RM-COIL-HC276,12.938,1.0496
NW10,MAT-100175,RM-COIL-AL,7.596,1.0424
NW10,MAT-100176,RM-COIL-HC276,8.93,1.0322
NW10,MAT-100180,RM-COIL-SS304,7.482,1.0812
NW10,MAT-100187,RM-COIL-AL,5.601,1.0211
NW10,MAT-100195,RM-COIL-SS316,7.919,1.0636
NW10,MAT-100199,RM-COIL-NI,8.213,1.0373
NW10,MAT-100199,RM-COIL-TI,7.536,1.0568
NW10,MAT-100200,RM-COIL-HC276,8.878,1.0659
NW10,MAT-100201,RM-COIL-SS304,6.812,1.0629
NW10,MAT-100207,RM-COIL-SS316,7.617,1.0404
NW10,MAT-100209,RM-COIL-NI,10.72,1.0463
NW10,MAT-100216,RM-COIL-NI,6.44,1.0475
NW10,MAT-100217,RM-COIL-SS304,7.18,1.0312
NW10,MAT-100225,RM-COIL-HC276,9.185,1.0565
NW10,MAT-100226,RM-COIL-AL,4.966,1.0496
NW10,MAT-100235,RM-COIL-NI,7.541,1.0332
NW10,MAT-100243,RM-COIL-NI,7.426,1.0384
NW10,MAT-100249,RM-COIL-NI,5.964,1.0844
NW10,MAT-100250,RM-COIL-AL,5.035,1.0382
NW10,MAT-100258,RM-COIL-SS316,9.905,1.0392
NW10,MAT-100258,RM-COIL-TI,8.621,1.0486
NW10,MAT-100259,RM-COIL-AL,5.829,1.0333
NW10,MAT-100266,RM-COIL-SS304,5.932,1.0353
NW10,MAT-100267,RM-COIL-SS316,6.598,1.0825
NW10,MAT-100267,RM-COIL-NI,7.32,1.0384
NW10,MAT-100268,RM-COIL-SS316,12.939,1.0649
NW10,MAT-100274,RM-COIL-NI,6.01,1.0588
NW10,MAT-100277,RM-COIL-AL,4.561,1.0413
NW10,MAT-100277,RM-COIL-SS304,7.536,1.0606
NW10,MAT-100291,RM-COIL-TI,5.545,1.0638
NW10,MAT-100293,RM-COIL-SS304,13.261,1.0414
NW10,MAT-100298,RM-COIL-AL,4.312,1.0496
NW10,MAT-100303,RM-COIL-SS304,7.491,1.0282
NW10,MAT-100304,RM-COIL-AL,8.655,1.0404
NW10,MAT-100309,RM-COIL-AL,4.152,1.0443
NW10,MAT-100310,RM-COIL-HC276,8.284,1.0772
NW10,MAT-100314,RM-COIL-TI,5.921,1.0731
NW10,MAT-100315,RM-COIL-HC276,8.561,1.0907
NW10,MAT-100315,RM-COIL-TI,6.261,1.0617
NW10,MAT-100317,RM-COIL-TI,11.032,1.0605
NW10,MAT-100318,RM-COIL-HC276,9.518,1.0587
NW10,MAT-100318,RM-COIL-SS316,10.852,1.0537
NW10,MAT-100327,RM-COIL-SS304,6.428,1.0506
NW10,MAT-100327,RM-COIL-NI,5.548,1.0813
NW10,MAT-100339,RM-COIL-TI,5.586,1.0444
NW10,MAT-100345,RM-COIL-HC276,7.918,1.0492
NW10,MAT-100345,RM-COIL-NI,5.205,1.0433
NW10,MAT-100347,RM-COIL-TI,9.403,1.0752
NW10,MAT-100349,RM-COIL-NI,7.487,1.0804
NW10,MAT-100349,RM-COIL-SS304,6.949,1.0292
NW10,MAT-100350,RM-COIL-NI,6.973,1.0403
NW10,MAT-100351,RM-COIL-SS304,6.84,1.0647
NW10,MAT-100351,RM-COIL-NI,6.18,1.0815
NW10,MAT-100355,RM-COIL-NI,8.724,1.0617
NW10,MAT-100360,RM-COIL-SS316,7.234,1.0414
NW10,MAT-100362,RM-COIL-HC276,6.888,1.0608
NW10,MAT-100363,RM-COIL-TI,4.798,1.0658
NW10,MAT-100366,RM-COIL-SS304,10.647,1.063
NW10,MAT-100378,RM-COIL-SS316,9.726,1.0738
NW10,MAT-100381,RM-COIL-TI,4.853,1.0455
NW10,MAT-100385,RM-COIL-SS304,5.617,1.0423
NW10,MAT-100395,RM-COIL-TI,11.731,1.0435
NW10,MAT-100409,RM-COIL-HC276,9.47,1.0394
NW10,MAT-100419,RM-COIL-AL,9.412,1.0201
NW10,MAT-100420,RM-COIL-NI,5.181,1.0301
NW10,MAT-100425,RM-COIL-SS304,10.751,1.0423
NW10,MAT-100427,RM-COIL-SS304,9.883,1.0689
NW10,MAT-100433,RM-COIL-SS304,6.043,1.0373
NW10,MAT-100435,RM-COIL-NI,6.343,1.0639
NW10,MAT-100443,RM-COIL-AL,7.629,1.0547
NW10,MAT-100443,RM-COIL-NI,13.233,1.0588
NW10,MAT-100444,RM-COIL-HC276,8.905,1.0465
NW10,MAT-100445,RM-COIL-SS316,6.425,1.0493
NW10,MAT-100446,RM-COIL-TI,5.97,1.0825
NW10,MAT-100447,RM-COIL-SS304,7.508,1.0794
NW10,MAT-100462,RM-COIL-NI,9.301,1.0763
NW10,MAT-100464,RM-COIL-HC276,8.776,1.0836
NW10,MAT-100465,RM-COIL-SS304,5.939,1.0593
NW10,MAT-100466,RM-COIL-AL,6.021,1.0527
NW10,MAT-100466,RM-COIL-HC276,7.404,1.0576
NW10,MAT-100467,RM-COIL-TI,8.937,1.0707
NW10,MAT-100471,RM-COIL-SS316,8.5,1.0424
NW10,MAT-100480,RM-COIL-SS316,7.614,1.0434
NW10,MAT-100481,RM-COIL-SS304,5.871,1.0343
NW10,MAT-100483,RM-COIL-NI,6.242,1.0413
NW10,MAT-100483,RM-COIL-HC276,9.52,1.0512
NW10,MAT-100488,RM-COIL-NI,7.327,1.0292
NW10,MAT-100501,RM-COIL-SS304,7.369,1.0383
NW10,MAT-100504,RM-COIL-SS304,6.203,1.0443
NW10,MAT-100507,RM-COIL-HC276,8.192,1.0363
NW10,MAT-100508,RM-COIL-SS304,12.517,1.0781
NW10,MAT-100508,RM-COIL-NI,13.165,1.0413
NW10,MAT-100509,RM-COIL-HC276,17.423,1.0803
NW10,MAT-100517,RM-COIL-HC276,7.749,1.0691
NW10,MAT-100518,RM-COIL-AL,5.701,1.0231
NW10,MAT-100524,RM-COIL-SS304,7.098,1.0282
NW10,MAT-100531,RM-COIL-AL,4.389,1.0677
NW10,MAT-100540,RM-COIL-AL,5.723,1.069
NW10,MAT-100544,RM-COIL-SS304,10.352,1.074
NW10,MAT-100549,RM-COIL-HC276,7.514,1.0515
NW10,MAT-100551,RM-COIL-SS304,11.72,1.0516
NW10,MAT-100551,RM-COIL-TI,8.128,1.0312
NW10,MAT-100552,RM-COIL-SS316,8.594,1.0679
NW10,MAT-100554,RM-COIL-TI,5.84,1.0201
NW10,MAT-100556,RM-COIL-TI,10.777,1.072
NW10,MAT-100560,RM-COIL-SS316,8.567,1.0803
NW10,MAT-100560,RM-COIL-NI,5.504,1.0363
NW10,MAT-100563,RM-COIL-TI,11.499,1.0866
NW10,MAT-100564,RM-COIL-TI,5.804,1.0835
NW10,MAT-100568,RM-COIL-HC276,15.624,1.0674
NW10,MAT-100568,RM-COIL-NI,9.211,1.0302
NW10,MAT-100576,RM-COIL-AL,4.965,1.0588
NW10,MAT-100576,RM-COIL-HC276,9.757,1.0537
NW10,MAT-100581,RM-COIL-SS316,14.497,1.063
NW10,MAT-100583,RM-COIL-SS304,8.036,1.0537
NW10,MAT-100583,RM-COIL-HC276,11.264,1.0665
NW10,MAT-100584,RM-COIL-SS304,7.83,1.0783
NW10,MAT-100586,RM-COIL-SS304,5.756,1.0554
NW10,MAT-100586,RM-COIL-HC276,7.663,1.0719
NW10,MAT-100592,RM-COIL-SS304,10.519,1.0586
NW10,MAT-100600,RM-COIL-SS316,7.822,1.0597
NW10,MAT-100600,RM-COIL-HC276,9.46,1.0638
NW10,MAT-100602,RM-COIL-AL,5.929,1.077
NW10,MAT-100606,RM-COIL-NI,6.838,1.0191
NW10,MAT-100608,RM-COIL-SS316,6.366,1.0577
NW10,MAT-100612,RM-COIL-HC276,8.151,1.076
NW10,MAT-100612,RM-COIL-AL,4.496,1.0302
NW10,MAT-100614,RM-COIL-SS304,6.177,1.0637
NW10,MAT-100614,RM-COIL-NI,5.375,1.0333
NW10,MAT-100617,RM-COIL-SS316,11.455,1.0462
NW10,MAT-100617,RM-COIL-AL,9.806,1.0599
NW10,MAT-100618,RM-COIL-NI,8.576,1.0762
NW10,MAT-100618,RM-COIL-HC276,9.548,1.066
NW10,MAT-100623,RM-COIL-HC276,14.127,1.0738
NW10,MAT-100628,RM-COIL-HC276,15.893,1.0525
NW10,MAT-100635,RM-COIL-AL,10.195,1.0372
NW10,MAT-100636,RM-COIL-TI,4.828,1.0486
NW10,MAT-100639,RM-COIL-SS316,6.475,1.0721
NW10,MAT-100641,RM-COIL-SS316,15.545,1.0485
NW10,MAT-100641,RM-COIL-HC276,16.462,1.0614
NW10,MAT-100645,RM-COIL-SS304,6.393,1.0526
NW10,MAT-100664,RM-COIL-SS316,13.881,1.0537
NW10,MAT-100669,RM-COIL-NI,6.495,1.0577
NW10,MAT-100670,RM-COIL-AL,4.387,1.0803
NW10,MAT-100682,RM-COIL-SS304,6.446,1.0629
NW10,MAT-100686,RM-COIL-HC276,9.07,1.0607
NW10,MAT-100688,RM-COIL-AL,7.937,1.0617
NW10,MAT-100703,RM-COIL-TI,6.9,1.0781
NW10,MAT-100708,RM-COIL-HC276,7.561,1.0353
NW10,MAT-100708,RM-COIL-TI,5.968,1.0404
NW10,MAT-100710,RM-COIL-TI,4.972,1.0762
NW10,MAT-100711,RM-COIL-TI,5.785,1.0646
NW10,MAT-100711,RM-COIL-SS316,8.552,1.0506
NW10,MAT-100713,RM-COIL-TI,8.714,1.0454
NW10,MAT-100724,RM-COIL-AL,7.628,1.071
NW10,MAT-100728,RM-COIL-TI,6.582,1.0534
NW10,MAT-100734,RM-COIL-AL,5.332,1.0465
NW10,MAT-100735,RM-COIL-SS304,7.452,1.0526
NW10,MAT-100739,RM-COIL-SS316,11.725,1.0887
NW10,MAT-100742,RM-COIL-HC276,8.164,1.0455
NW10,MAT-100743,RM-COIL-SS316,13.057,1.0221
NW10,MAT-100743,RM-COIL-AL,8.266,1.0655
NW10,MAT-100744,RM-COIL-NI,6.885,1.0322
NW10,MAT-100744,RM-COIL-TI,6.22,1.0363
NW10,MAT-100745,RM-COIL-HC276,9.6,1.0845
NW10,MAT-100755,RM-COIL-AL,7.906,1.0486
NW10,MAT-100758,RM-COIL-SS316,6.803,1.0677
NW10,MAT-100758,RM-COIL-AL,5.647,1.0241
NW10,MAT-100766,RM-COIL-HC276,9.063,1.0332
NW10,MAT-100775,RM-COIL-SS316,10.959,1.0424
NW10,MAT-100780,RM-COIL-SS316,7.058,1.0171
NW10,MAT-100782,RM-COIL-NI,6.5,1.0568
NW10,MAT-100784,RM-COIL-SS316,11.447,1.0674
NW10,MAT-100786,RM-COIL-HC276,9.388,1.0486
NW10,MAT-100786,RM-COIL-AL,6.755,1.0608
NW10,MAT-100788,RM-COIL-SS316,8.56,1.0322
