plant,material,stock_qty,atp_qty,in_transit_qty,safety_stock_qty,inventory_snapshot_date
NW07,MAT-200570,9231,6168,2934,592,2026.04.03
NW07,MAT-200585,10101,8116,874,879,2026.04.03
NW07,MAT-200589,6386,3776,2191,989,2026.04.03
NW07,MAT-200600,2473,2283,1939,983,2026.04.03
NW07,MAT-200606,1158,707,3011,580,2026.04.03
NW07,MAT-200607,5419,5058,1099,805,2026.04.03
NW07,MAT-200608,7338,4873,2052,737,2026.04.03
NW07,MAT-200618,5636,4418,3079,899,2026.04.03
NW07,MAT-200625,4616,3859,34,766,2026.04.03
NW07,MAT-200628,11214,7558,1018,103,2026.04.03
NW07,MAT-200630,7208,6335,2615,71,2026.04.03
NW07,MAT-200636,5387,4777,1711,1134,2026.04.03
NW07,MAT-200637,8845,7180,1097,697,2026.04.03
NW07,MAT-200641,9518,7114,1700,421,2026.04.03
NW07,MAT-200645,8943,7848,2715,1085,2026.04.03
NW07,MAT-200646,8176,4680,1504,803,2026.04.03
NW07,MAT-200648,442,250,2520,683,2026.04.03
NW07,MAT-200650,4395,3515,1914,727,2026.04.03
NW07,MAT-200670,519,461,149,693,2026.04.03
NW07,MAT-200677,7511,5848,2250,1180,2026.04.03
NW07,MAT-200678,2143,1147,2991,1140,2026.04.03
NW07,MAT-200683,4472,2539,3253,916,2026.04.03
NW07,MAT-200692,4032,2826,2070,679,2026.04.03
NW07,MAT-200696,8603,4657,857,387,2026.04.03
NW07,MAT-200697,10282,6667,1876,792,2026.04.03
NW07,MAT-200700,8924,5432,233,833,2026.04.03
NW07,MAT-200709,8949,8136,986,993,2026.04.03
NW07,MAT-200712,2499,2322,2008,668,2026.04.03
NW07,MAT-200713,1767,1538,86,528,2026.04.03
NW07,MAT-200715,6187,4794,598,1049,2026.04.03
NW07,MAT-200717,2901,2352,2281,1091,2026.04.03
NW07,MAT-200734,11814,6426,1350,439,2026.04.03
NW07,MAT-200735,3291,1749,1043,85,2026.04.03
NW07,MAT-200746,5907,5328,1765,933,2026.04.03
NW07,MAT-200750,2821,2314,3251,1116,2026.04.03
NW07,MAT-200751,11164,6034,3340,525,2026.04.03
NW07,MAT-200779,1183,876,2445,952,2026.04.03
NW07,MAT-200780,882,493,985,110,2026.04.03
NW07,MAT-200783,3022,1719,2788,1181,2026.04.03
NW07,MAT-200784,10995,7267,2169,195,2026.04.03
NW07,MAT-200795,6293,5353,2626,1034,2026.04.03
NW07,MAT-200799,7230,4457,1577,474,2026.04.03
NW07,MAT-200801,6519,5592,1388,120,2026.04.03
NW07,MAT-200812,10917,9956,2543,658,2026.04.03
NW07,MAT-200813,9802,5703,322,988,2026.04.03
NW07,MAT-200814,2304,1657,886,1151,2026.04.03
NW07,MAT-200822,7335,6089,2140,833,2026.04.03
NW07,MAT-200824,7096,6595,283,449,2026.04.03
NW07,MAT-200833,4933,3598,766,1083,2026.04.03
NW07,MAT-200842,1208,1051,3003,318,2026.04.03
NW07,MAT-200847,10734,6684,639,1133,2026.04.03
NW07,MAT-200849,11527,6361,1640,783,2026.04.03
NW07,MAT-200850,1202,801,63,682,2026.04.03
NW07,MAT-200852,9832,5426,530,666,2026.04.03
NW07,MAT-200854,11325,9810,2304,759,2026.04.03
NW07,MAT-200856,10547,7104,1300,603,2026.04.03
NW07,MAT-200858,1222,682,1340,563,2026.04.03
NW07,MAT-200859,4123,3264,3402,461,2026.04.03
NW07,MAT-200863,1822,950,2933,744,2026.04.03
NW07,MAT-200878,9812,9019,524,1121,2026.04.03
NW07,MAT-200881,4032,2331,2291,696,2026.04.03
NW07,MAT-200884,3658,2940,3037,1123,2026.04.03
NW07,MAT-200893,11345,9700,1658,777,2026.04.03
NW07,MAT-200894,8268,6151,1897,819,2026.04.03
NW08,MAT-100002,1062,754,1214,680,2026.04.03
NW08,MAT-100004,87,62,3087,356,2026.04.03
NW08,MAT-100005,5214,4810,1484,417,2026.04.03
NW08,MAT-100007,9260,4755,1744,157,2026.04.03
NW08,MAT-100011,1208,988,3397,493,2026.04.03
NW08,MAT-100017,3836,3020,2913,134,2026.04.03
NW08,MAT-100022,10874,9974,384,329,2026.04.03
NW08,MAT-100028,4862,2433,1742,370,2026.04.03
NW08,MAT-100034,10592,8316,1160,168,2026.04.03
NW08,MAT-100050,4298,3970,1484,848,2026.04.03
NW08,MAT-100062,8830,6802,1866,537,2026.04.03
NW08,MAT-100069,8308,5871,62,324,2026.04.03
NW08,MAT-100082,1134,883,1310,1076,2026.04.03
NW08,MAT-100099,4072,2317,3046,737,2026.04.03
NW08,MAT-100103,7320,6255,2496,909,2026.04.03
NW08,MAT-100109,5420,4927,1919,668,2026.04.03
NW08,MAT-100118,5621,3096,506,537,2026.04.03
NW08,MAT-100119,7922,5732,1459,405,2026.04.03
NW08,MAT-100124,5930,4595,1913,245,2026.04.03
NW08,MAT-100129,7792,4478,3433,947,2026.04.03
NW08,MAT-100145,2830,2144,2629,865,2026.04.03
NW08,MAT-100147,7874,6311,2338,956,2026.04.03
NW08,MAT-100151,7539,6694,2137,266,2026.04.03
NW08,MAT-100158,1854,1178,19,437,2026.04.03
NW08,MAT-100160,7956,4461,3361,647,2026.04.03
NW08,MAT-100161,7306,6869,3284,860,2026.04.03
NW08,MAT-100163,3612,2593,3492,557,2026.04.03
NW08,MAT-100174,6684,5229,765,475,2026.04.03
NW08,MAT-100175,6914,5238,957,744,2026.04.03
NW08,MAT-100176,5629,4241,2437,321,2026.04.03
NW08,MAT-100190,9463,6505,2979,1039,2026.04.03
NW08,MAT-100195,11927,10864,1404,312,2026.04.03
NW08,MAT-100204,11132,6293,540,111,2026.04.03
NW08,MAT-100217,6224,5426,2203,561,2026.04.03
NW08,MAT-100221,9528,5986,286,690,2026.04.03
NW08,MAT-100222,9942,5419,811,654,2026.04.03
NW08,MAT-100226,9199,7647,1511,887,2026.04.03
NW08,MAT-100228,1196,662,1678,258,2026.04.03
NW08,MAT-100229,2618,1496,1058,885,2026.04.03
NW08,MAT-100230,1568,951,2202,884,2026.04.03
NW08,MAT-100238,1792,1038,1585,686,2026.04.03
NW08,MAT-100240,10368,9282,802,743,2026.04.03
NW08,MAT-100252,10155,9309,2334,456,2026.04.03
NW08,MAT-100253,10984,7661,2867,1191,2026.04.03
NW08,MAT-100259,1137,788,2025,59,2026.04.03
NW08,MAT-100260,7140,6079,2491,296,2026.04.03
NW08,MAT-100268,10972,5628,2351,885,2026.04.03
NW08,MAT-100270,2516,1571,1949,1007,2026.04.03
NW08,MAT-100273,57,41,1108,113,2026.04.03
NW08,MAT-100275,7362,4033,157,453,2026.04.03
NW08,MAT-100281,3638,2012,2534,1189,2026.04.03
NW08,MAT-100285,6358,3449,433,440,2026.04.03
NW08,MAT-100294,6347,5502,556,153,2026.04.03
NW08,MAT-100305,10628,9558,2296,889,2026.04.03
NW08,MAT-100321,4587,3677,2524,1090,2026.04.03
NW08,MAT-100325,11145,9650,2726,855,2026.04.03
NW08,MAT-100326,7295,5466,1423,840,2026.04.03
NW08,MAT-100327,7884,6044,75,269,2026.04.03
NW08,MAT-100338,9418,7672,472,572,2026.04.03
NW08,MAT-100339,7627,7014,3106,1179,2026.04.03
NW08,MAT-100344,6211,4481,2730,1149,2026.04.03
NW08,MAT-100351,7387,3770,2498,750,2026.04.03
NW08,MAT-100352,6972,4043,482,419,2026.04.03
NW08,MAT-100354,11509,6830,1381,367,2026.04.03
NW08,MAT-100356,10824,7200,1846,225,2026.04.03
NW08,MAT-100359,6522,5094,1839,736,2026.04.03
NW08,MAT-100360,3288,1716,46,455,2026.04.03
NW08,MAT-100364,3010,1963,2776,613,2026.04.03
NW08,MAT-100385,8285,5161,3301,340,2026.04.03
NW08,MAT-100388,5197,3045,264,195,2026.04.03
NW08,MAT-100391,10614,6416,311,1046,2026.04.03
NW08,MAT-100393,3888,3172,1125,456,2026.04.03
NW08,MAT-100394,6410,4299,230,517,2026.04.03
NW08,MAT-100404,6408,4092,280,552,2026.04.03
NW08,MAT-100406,11486,9284,186,515,2026.04.03
NW08,MAT-100415,8411,6970,3109,869,2026.04.03
NW08,MAT-100418,3686,2646,1086,107,2026.04.03
NW08,MAT-100424,4149,3068,585,87,2026.04.03
NW08,MAT-100425,6962,3865,2752,992,2026.04.03
NW08,MAT-100429,11958,8111,1758,318,2026.04.03
NW08,MAT-100435,387,228,1036,1017,2026.04.03
NW08,MAT-100438,2085,1266,1744,426,2026.04.03
NW08,MAT-100440,10534,7057,2100,134,2026.04.03
NW08,MAT-100441,1620,1413,2798,1077,2026.04.03
NW08,MAT-100444,8313,5064,1772,952,2026.04.03
NW08,MAT-100446,1459,854,769,258,2026.04.03
NW08,MAT-100447,8202,6593,2032,277,2026.04.03
NW08,MAT-100451,1888,1152,3141,189,2026.04.03
NW08,MAT-100455,8278,4570,912,806,2026.04.03
NW08,MAT-100460,2415,1351,2037,221,2026.04.03
NW08,MAT-100463,1751,1039,2589,95,2026.04.03
NW08,MAT-100466,2544,1524,2771,765,2026.04.03
NW08,MAT-100470,6266,5598,1596,1046,2026.04.03
NW08,MAT-100475,8078,6828,1649,579,2026.04.03
NW08,MAT-100478,10984,6120,2279,1173,2026.04.03
NW08,MAT-100487,6532,4094,1892,1009,2026.04.03
NW08,MAT-100488,11792,10346,2500,1115,2026.04.03
NW08,MAT-100493,4925,4105,2066,646,2026.04.03
NW08,MAT-100496,8788,7742,1723,904,2026.04.03
NW08,MAT-100500,2543,1304,200,507,2026.04.03
NW08,MAT-100502,2638,2088,2209,434,2026.04.03
NW08,MAT-100507,4927,3691,2401,488,2026.04.03
NW08,MAT-100511,1542,831,1819,301,2026.04.03
NW08,MAT-100518,4064,3140,2727,733,2026.04.03
NW08,MAT-100523,1673,1339,1194,883,2026.04.03
NW08,MAT-100527,1512,865,558,110,2026.04.03
NW08,MAT-100528,257,160,265,309,2026.04.03
NW08,MAT-100537,1559,1337,2419,506,2026.04.03
NW08,MAT-100538,8717,7353,1494,660,2026.04.03
NW08,MAT-100540,7823,6290,618,130,2026.04.03
NW08,MAT-100560,127,108,2765,1016,2026.04.03
NW08,MAT-100562,618,475,2746,866,2026.04.03
NW08,MAT-100566,9740,7385,2913,654,2026.04.03
NW08,MAT-100567,4194,3098,1732,635,2026.04.03
NW08,MAT-100569,5408,4935,2680,689,2026.04.03
NW08,MAT-100575,10073,6977,969,1163,2026.04.03
NW08,MAT-100581,5735,3041,1388,969,2026.04.03
NW08,MAT-100588,10182,8891,2138,574,2026.04.03
NW08,MAT-100589,1432,1220,854,506,2026.04.03
NW08,MAT-100595,7563,6409,2927,670,2026.04.03
NW08,MAT-100602,3009,2661,2094,917,2026.04.03
NW08,MAT-100604,3775,3185,1629,502,2026.04.03
NW08,MAT-100607,1568,791,2246,73,2026.04.03
NW08,MAT-100615,7783,6262,2102,438,2026.04.03
NW08,MAT-100620,9707,6174,3239,192,2026.04.03
NW08,MAT-100621,4844,3147,2973,858,2026.04.03
NW08,MAT-100622,275,163,449,330,2026.04.03
NW08,MAT-100623,845,501,3019,657,2026.04.03
NW08,MAT-100626,2196,1537,2751,213,2026.04.03
NW08,MAT-100629,2046,1490,2709,440,2026.04.03
NW08,MAT-100636,10538,7738,416,978,2026.04.03
NW08,MAT-100639,1953,1179,3407,788,2026.04.03
NW08,MAT-100641,6972,3911,2924,978,2026.04.03
NW08,MAT-100644,11426,7743,2327,1100,2026.04.03
NW08,MAT-100645,4738,3529,2793,273,2026.04.03
NW08,MAT-100650,1527,1437,1686,364,2026.04.03
NW08,MAT-100658,11009,9990,2642,469,2026.04.03
NW08,MAT-100662,11244,10259,794,817,2026.04.03
NW08,MAT-100667,9789,7825,3172,500,2026.04.03
NW08,MAT-100671,3943,2941,188,715,2026.04.03
NW08,MAT-100676,9820,8450,2484,807,2026.04.03
NW08,MAT-100677,10236,6593,630,1176,2026.04.03
NW08,MAT-100679,7426,6151,793,753,2026.04.03
NW08,MAT-100689,4482,4257,851,331,2026.04.03
NW08,MAT-100695,10072,9186,1602,604,2026.04.03
NW08,MAT-100697,9975,6493,3258,506,2026.04.03
NW08,MAT-100699,9518,5388,2624,120,2026.04.03
NW08,MAT-100706,5421,5139,602,83,2026.04.03
NW08,MAT-100711,6750,3692,626,874,2026.04.03
NW08,MAT-100714,11354,8640,1308,1115,2026.04.03
NW08,MAT-100715,3820,3515,1915,198,2026.04.03
NW08,MAT-100717,9660,5095,868,475,2026.04.03
NW08,MAT-100719,1756,1285,2404,861,2026.04.03
NW08,MAT-100721,11181,8483,2242,131,2026.04.03
NW08,MAT-100722,6782,4109,1237,322,2026.04.03
NW08,MAT-100724,4630,2576,993,232,2026.04.03
NW08,MAT-100726,35,27,233,484,2026.04.03
NW08,MAT-100727,5292,4404,1717,373,2026.04.03
NW08,MAT-100731,8442,5686,452,1094,2026.04.03
NW08,MAT-100735,454,256,2625,99,2026.04.03
NW08,MAT-100739,819,637,1734,643,2026.04.03
NW08,MAT-100746,3917,2628,2013,72,2026.04.03
NW08,MAT-100758,7331,5683,3337,774,2026.04.03
NW08,MAT-100760,3523,2597,1113,722,2026.04.03
NW08,MAT-100761,8745,4691,1078,980,2026.04.03
NW08,MAT-100765,11031,7571,1472,684,2026.04.03
NW08,MAT-100774,10132,8463,2040,259,2026.04.03
NW08,MAT-100775,2423,1798,124,1142,2026.04.03
NW08,MAT-100796,3501,2023,144,1061,2026.04.03
NW08,MAT-100798,6358,5542,911,499,2026.04.03
NW08,MAT-100801,4930,4256,3136,163,2026.04.03
NW08,MAT-100804,5162,2751,1632,568,2026.04.03
NW08,MAT-100815,6175,5794,1502,1014,2026.04.03
NW08,MAT-100828,7183,5930,1244,738,2026.04.03
NW08,MAT-100833,390,218,1173,1050,2026.04.03
NW08,MAT-100834,1022,628,5,1129,2026.04.03
NW08,MAT-100835,1269,1006,3479,1061,2026.04.03
NW08,MAT-100837,9510,8816,2259,101,2026.04.03
NW08,MAT-100840,7012,4150,2293,351,2026.04.03
NW08,MAT-100852,7480,6671,1638,504,2026.04.03
NW08,MAT-100853,11691,9495,2813,221,2026.04.03
NW08,MAT-100863,343,270,1615,1147,2026.04.03
NW08,MAT-100864,5785,3446,167,1052,2026.04.03
NW08,MAT-100865,6023,5375,1091,451,2026.04.03
NW08,MAT-100869,4464,3339,1805,443,2026.04.03
NW08,MAT-100876,7082,4224,2341,221,2026.04.03
NW08,MAT-100882,11530,10451,902,228,2026.04.03
NW08,MAT-100887,4298,2412,2266,553,2026.04.03
NW08,MAT-100891,2337,1541,2651,845,2026.04.03
NW08,MAT-100895,1109,791,2992,747,2026.04.03
NW08,MAT-100896,3232,2485,1839,666,2026.04.03
NW08,MAT-100901,4788,4160,2256,198,2026.04.03
NW08,MAT-100911,11719,7147,1101,880,2026.04.03
NW08,MAT-100916,2966,1847,2048,1102,2026.04.03
NW08,MAT-100917,11113,9003,1813,489,2026.04.03
NW08,MAT-100921,3151,1930,3211,619,2026.04.03
NW08,MAT-100925,984,755,1098,755,2026.04.03
NW08,MAT-100931,3320,2479,28,1106,2026.04.03
NW08,MAT-100932,6456,5950,1401,1178,2026.04.03
NW08,MAT-100939,10598,7554,3196,778,2026.04.03
NW08,MAT-100949,6007,3287,1036,160,2026.04.03
NW08,MAT-100950,733,475,251,732,2026.04.03
NW08,MAT-100952,533,403,2679,478,2026.04.03
NW08,MAT-100962,7991,4076,1655,72,2026.04.03
NW08,MAT-100963,3855,3294,2771,1166,2026.04.03
NW08,MAT-100971,9229,6434,229,1106,2026.04.03
NW08,MAT-100978,9727,7765,3283,532,2026.04.03
NW08,MAT-100981,5226,3497,2834,930,2026.04.03
NW08,MAT-100986,10701,9523,2540,77,2026.04.03
NW08,MAT-100994,7902,5141,352,637,2026.04.03
NW08,MAT-100997,5862,3440,422,469,2026.04.03
NW08,MAT-100999,4849,4594,2856,274,2026.04.03
NW08,MAT-101004,10143,5239,656,536,2026.04.03
NW08,MAT-101007,4631,4175,3406,740,2026.04.03
NW08,MAT-101009,9661,5422,1188,715,2026.04.03
NW08,MAT-101010,2896,2239,1840,252,2026.04.03
NW08,MAT-101011,8585,5320,2298,1033,2026.04.03
NW08,MAT-101016,8900,7765,2805,765,2026.04.03
NW08,MAT-101018,4632,4031,2273,337,2026.04.03
NW08,MAT-101023,864,810,1430,117,2026.04.03
NW08,MAT-101024,10308,8629,1008,440,2026.04.03
NW08,MAT-101025,6645,4357,1452,568,2026.04.03
NW08,MAT-101026,464,385,2766,815,2026.04.03
NW08,MAT-101030,4077,2048,1648,368,2026.04.03
NW08,MAT-101047,10802,7239,865,462,2026.04.03
NW08,MAT-101048,10140,7819,792,967,2026.04.03
NW08,MAT-101052,7069,5081,2906,616,2026.04.03
NW08,MAT-101053,8059,5119,2938,244,2026.04.03
NW08,MAT-101071,10752,6358,201,1043,2026.04.03
NW08,MAT-101072,9527,8660,281,770,2026.04.03
NW08,MAT-101075,6984,3636,984,977,2026.04.03
NW08,MAT-101076,5155,3255,1162,130,2026.04.03
NW08,MAT-101077,3464,1853,666,176,2026.04.03
NW08,MAT-101078,1181,842,120,608,2026.04.03
NW08,MAT-101083,3865,2986,1710,217,2026.04.03
NW08,MAT-101085,5538,3941,2914,1013,2026.04.03
NW08,MAT-101086,5164,3079,1929,433,2026.04.03
NW08,MAT-101089,5364,3745,2576,503,2026.04.03
NW08,MAT-101092,4140,3349,994,1196,2026.04.03
NW08,MAT-101106,10331,9205,120,86,2026.04.03
NW08,MAT-101107,10658,7676,2833,795,2026.04.03
NW08,MAT-101110,2639,2450,1903,599,2026.04.03
NW08,MAT-101111,7792,4251,2460,655,2026.04.03
NW08,MAT-101116,78,72,3418,1121,2026.04.03
NW08,MAT-101118,2682,2151,271,649,2026.04.03
NW08,MAT-101124,1167,633,2140,863,2026.04.03
NW08,MAT-101126,10923,8533,1304,623,2026.04.03
NW08,MAT-101144,9163,5697,2898,195,2026.04.03
NW08,MAT-101145,1032,966,2129,486,2026.04.03
NW08,MAT-101164,335,233,1423,1042,2026.04.03
NW08,MAT-101168,8641,7153,2729,807,2026.04.03
NW08,MAT-101177,9931,8396,3174,1049,2026.04.03
NW08,MAT-101178,2380,2116,1987,869,2026.04.03
NW08,MAT-101179,2454,1417,2322,928,2026.04.03
NW08,MAT-101197,5481,3729,152,724,2026.04.03
NW08,MAT-101202,9650,5400,2067,156,2026.04.03
NW08,MAT-101204,5422,2883,414,804,2026.04.03
NW08,MAT-101206,1855,1353,475,1015,2026.04.03
NW08,MAT-101208,2927,1984,537,1150,2026.04.03
NW08,MAT-101209,9260,8428,3182,118,2026.04.03
NW08,MAT-101218,5771,5403,3418,390,2026.04.03
NW08,MAT-101219,4977,4284,3013,621,2026.04.03
NW08,MAT-101220,2293,1842,2947,271,2026.04.03
NW08,MAT-101221,10702,7160,652,1031,2026.04.03
NW08,MAT-101240,10520,8717,1167,1091,2026.04.03
NW08,MAT-101242,2119,1845,653,329,2026.04.03
NW08,MAT-101244,3524,2495,334,745,2026.04.03
NW08,MAT-101252,11149,7523,1880,103,2026.04.03
NW08,MAT-101254,3663,3320,941,1038,2026.04.03
NW08,MAT-101255,10022,8168,1204,617,2026.04.03
NW08,MAT-101258,10671,9146,1143,1193,2026.04.03
NW08,MAT-101259,11130,10190,2273,284,2026.04.03
NW08,MAT-101263,4218,3351,3246,929,2026.04.03
NW08,MAT-101267,828,603,826,746,2026.04.03
NW08,MAT-101283,7545,6761,3177,451,2026.04.03
NW08,MAT-101285,4089,3437,1083,741,2026.04.03
NW08,MAT-101286,4141,3531,1714,1113,2026.04.03
NW08,MAT-101288,2947,1805,2297,1124,2026.04.03
NW08,MAT-101290,7045,4353,2040,912,2026.04.03
NW08,MAT-101291,5709,4989,2604,1035,2026.04.03
NW08,MAT-101292,1813,1098,1599,177,2026.04.03
NW08,MAT-101295,6109,3764,1167,925,2026.04.03
NW08,MAT-101300,9902,5464,2905,774,2026.04.03
NW08,MAT-101301,8879,4513,398,1088,2026.04.03
NW08,MAT-101304,5870,4518,941,574,2026.04.03
NW08,MAT-101305,4637,2971,903,833,2026.04.03
NW08,MAT-101306,7984,4745,629,672,2026.04.03
NW08,MAT-101307,2858,2202,580,1147,2026.04.03
NW08,MAT-101310,3462,2247,695,80,2026.04.03
NW08,MAT-101311,1376,997,2600,699,2026.04.03
NW08,MAT-101314,11330,10724,1250,376,2026.04.03
NW08,MAT-101316,8998,6121,2273,336,2026.04.03
NW08,MAT-101319,2222,1620,2309,618,2026.04.03
NW08,MAT-101322,9337,5274,1612,1044,2026.04.03
NW08,MAT-101323,9318,7460,2702,863,2026.04.03
NW08,MAT-101325,4784,2966,1747,670,2026.04.03
NW08,MAT-101329,1817,1379,2083,323,2026.04.03
NW08,MAT-101334,2135,1720,1621,797,2026.04.03
NW08,MAT-101337,8484,6761,1414,157,2026.04.03
NW08,MAT-101343,10929,5616,1427,449,2026.04.03
NW08,MAT-101347,1153,1050,1843,1126,2026.04.03
NW08,MAT-101348,10104,8582,2391,1120,2026.04.03
NW08,MAT-101351,9812,8485,1821,1001,2026.04.03
NW08,MAT-101365,5959,3709,1971,180,2026.04.03
NW08,MAT-101371,5617,4717,1833,477,2026.04.03
NW08,MAT-101372,10114,6260,3167,674,2026.04.03
NW08,MAT-101375,8718,4509,1297,357,2026.04.03
NW08,MAT-101391,3984,3498,439,1092,2026.04.03
NW08,MAT-101399,8436,7385,2804,712,2026.04.03
NW08,MAT-101403,1082,654,3164,884,2026.04.03
NW08,MAT-101405,3019,2426,2171,255,2026.04.03
NW08,MAT-101411,1133,728,1030,868,2026.04.03
NW08,MAT-101412,8612,7095,948,689,2026.04.03
NW08,MAT-101414,1289,1052,3095,346,2026.04.03
NW08,MAT-101418,7533,6292,2912,484,2026.04.03
NW08,MAT-101426,10155,8700,2585,503,2026.04.03
NW08,MAT-101428,6205,4665,1076,111,2026.04.03
NW08,MAT-101432,879,522,3193,957,2026.04.03
NW08,MAT-101438,5850,3789,429,297,2026.04.03
NW08,MAT-101441,9089,6786,2717,722,2026.04.03
NW08,MAT-101445,3349,2523,2996,749,2026.04.03
NW08,MAT-101451,2884,1902,1202,1026,2026.04.03
NW08,MAT-101452,11840,8075,2403,494,2026.04.03
NW08,MAT-101454,849,463,2411,75,2026.04.03
NW08,MAT-101455,10681,6582,1089,343,2026.04.03
NW08,MAT-101460,3886,2995,2858,80,2026.04.03
NW08,MAT-101468,11612,5955,2133,524,2026.04.03
NW08,MAT-101484,8060,7378,3069,985,2026.04.03
NW08,MAT-101486,7993,5591,212,756,2026.04.03
NW08,MAT-101489,2469,1425,2874,155,2026.04.03
NW08,MAT-101492,1782,941,577,612,2026.04.03
NW08,MAT-101493,4988,3982,2357,295,2026.04.03
NW08,MAT-101494,4364,2978,2304,969,2026.04.03
NW08,MAT-200001,2950,1477,2864,164,2026.04.03
NW08,MAT-200002,10083,8131,1298,648,2026.04.03
NW08,MAT-200004,4069,2415,1475,1034,2026.04.03
NW08,MAT-200011,1099,959,822,273,2026.04.03
NW08,MAT-200013,11168,6345,2782,1117,2026.04.03
NW08,MAT-200019,5325,4858,2566,74,2026.04.03
NW08,MAT-200020,9328,8366,1384,224,2026.04.03
NW08,MAT-200036,9881,7583,3468,394,2026.04.03
NW08,MAT-200039,3519,3058,2929,1012,2026.04.03
NW08,MAT-200047,10806,7444,2179,819,2026.04.03
NW08,MAT-200054,271,206,211,457,2026.04.03
NW08,MAT-200059,4041,3094,1917,985,2026.04.03
NW08,MAT-200063,2701,2015,1831,230,2026.04.03
NW08,MAT-200065,11849,7891,45,1167,2026.04.03
NW08,MAT-200067,7885,7359,2494,921,2026.04.03
NW08,MAT-200068,423,367,959,738,2026.04.03
NW08,MAT-200078,5184,3154,551,510,2026.04.03
NW08,MAT-200080,10783,6478,1693,545,2026.04.03
NW08,MAT-200087,6578,4927,2395,336,2026.04.03
NW08,MAT-200091,6522,6176,2287,598,2026.04.03
NW08,MAT-200099,5078,4328,243,287,2026.04.03
NW08,MAT-200115,11503,5888,1807,781,2026.04.03
NW08,MAT-200117,8948,7077,2585,946,2026.04.03
NW08,MAT-200122,8459,7305,1663,1078,2026.04.03
NW08,MAT-200131,9321,6038,953,416,2026.04.03
NW08,MAT-200132,3620,2383,377,262,2026.04.03
NW08,MAT-200135,8773,6232,1936,84,2026.04.03
NW08,MAT-200136,1736,871,749,517,2026.04.03
NW08,MAT-200140,6361,3231,1820,325,2026.04.03
NW08,MAT-200141,8417,4824,543,835,2026.04.03
NW08,MAT-200143,1549,1131,124,933,2026.04.03
NW08,MAT-200156,3235,2649,1773,508,2026.04.03
NW08,MAT-200157,10972,8537,3123,422,2026.04.03
NW08,MAT-200159,1115,1045,1207,427,2026.04.03
NW08,MAT-200160,4964,4590,2083,1036,2026.04.03
NW08,MAT-200165,9325,5062,1494,69,2026.04.03
NW08,MAT-200166,6424,3688,2874,304,2026.04.03
NW08,MAT-200168,4424,3481,1408,1014,2026.04.03
NW08,MAT-200171,5845,3382,2758,140,2026.04.03
NW08,MAT-200186,11673,7740,175,1123,2026.04.03
NW08,MAT-200189,9370,5629,1251,630,2026.04.03
NW08,MAT-200190,10605,9188,2049,151,2026.04.03
NW08,MAT-200193,897,648,524,535,2026.04.03
NW08,MAT-200200,8439,4911,2158,141,2026.04.03
NW08,MAT-200207,5261,3802,2162,1052,2026.04.03
NW08,MAT-200221,11946,6130,1139,369,2026.04.03
NW08,MAT-200230,196,179,1215,773,2026.04.03
NW08,MAT-200231,7759,6959,683,185,2026.04.03
NW08,MAT-200232,4535,3847,3414,458,2026.04.03
NW08,MAT-200240,3659,2467,2635,286,2026.04.03
NW08,MAT-200249,6285,4001,525,508,2026.04.03
NW08,MAT-200251,7405,3735,392,1180,2026.04.03
NW08,MAT-200252,1233,954,973,366,2026.04.03
NW08,MAT-200257,2758,1560,3181,1112,2026.04.03
NW08,MAT-200274,2576,1812,822,610,2026.04.03
NW08,MAT-200275,2913,2226,1702,209,2026.04.03
NW08,MAT-200279,3521,1996,2238,456,2026.04.03
NW08,MAT-200280,5272,4191,2661,168,2026.04.03
NW08,MAT-200282,7377,5344,3266,796,2026.04.03
NW08,MAT-200290,9323,4662,436,355,2026.04.03
NW08,MAT-200294,10194,7847,2630,688,2026.04.03
NW08,MAT-200295,8466,7440,154,373,2026.04.03
NW08,MAT-200299,3279,2648,2396,1063,2026.04.03
NW08,MAT-200302,7087,3704,1537,688,2026.04.03
NW08,MAT-200322,6082,3147,59,942,2026.04.03
NW08,MAT-200328,1834,1149,1246,900,2026.04.03
NW08,MAT-200334,10419,8903,2180,538,2026.04.03
NW08,MAT-200335,7495,3886,738,316,2026.04.03
NW08,MAT-200336,5144,3812,1473,364,2026.04.03
NW08,MAT-200337,10287,7522,3382,615,2026.04.03
NW08,MAT-200344,5264,3893,3327,434,2026.04.03
NW08,MAT-200352,11333,6681,2253,127,2026.04.03
NW08,MAT-200356,1767,1195,3429,112,2026.04.03
NW08,MAT-200357,1455,1250,1312,1161,2026.04.03
NW08,MAT-200369,8490,6964,2655,1153,2026.04.03
NW08,MAT-200371,9813,7898,1988,539,2026.04.03
NW08,MAT-200379,11346,7895,734,658,2026.04.03
NW08,MAT-200380,6005,4538,1628,1033,2026.04.03
NW08,MAT-200382,4911,4628,3232,496,2026.04.03
NW08,MAT-200388,1490,1107,1401,967,2026.04.03
NW08,MAT-200389,9575,7031,2390,294,2026.04.03
NW08,MAT-200391,9549,7613,1375,1149,2026.04.03
NW08,MAT-200393,3186,3017,611,138,2026.04.03
NW08,MAT-200397,3196,2326,1138,1001,2026.04.03
NW08,MAT-200406,7890,4473,597,966,2026.04.03
NW08,MAT-200409,8347,5295,2614,952,2026.04.03
NW08,MAT-200413,11625,8647,238,460,2026.04.03
NW08,MAT-200415,1295,1196,146,984,2026.04.03
